U09;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;X
860025;k.u.k. Theresianische Militärakademie;100032;5;1751;2000;mountain_training;training;maneuver_tactics;decentralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
860026;Emil Uzelac;100490;7;1912;2000;fighter_tactics;bomber_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
860027;Georg Ludwig von Trapp;100675;4;1915;1945;submarine_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
860028;Theodore von Kármán;100676;8;1915;1945;mathematics;aeronautics;avionics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
860029;Ganz & Co.;100677;8;1885;2000;electronics;naval_engineering;aeronautics;avionics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
860030;k.u.k. Militär-Aeronautischen Anstalt;100678;5;1892;1909;aeronautics;aircraft_testing;bomber_design;fighter_design;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
860031;k.u.k. Fliegerarsenal Fischamend;100679;7;1910;2000;aeronautics;aircraft_testing;bomber_design;fighter_design;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
860032;Stephan Petróczy von Petrócz;100680;6;1910;1945;aeronautics;aircraft_testing;bomber_design;fighter_design;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
860033;Franz Conrad von Hötzendorf;100681;7;1888;1925;large_unit_tactics;large_unit_focus;infantry_focus;cavalry_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
860034;Svetozar Boroevic von Bojna;100682;5;1908;1920;small_unit_tactics;large_unit_focus;individual_courage;static_defense_tactics;infantry_focus;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
