U73;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
1180101;Minister of Security;Lester Hutchinson;1938;1964;1999;SL;Back Stabber;Medium;M1096;X
1180102;Minister of Security;John Platts-Mills;1933;1964;1999;SL;Silent Lawyer;Medium;M1097;X
1180103;Minister of Security;Sydney Silvermann;1941;1964;1999;SL;Man of the People;Medium;M1098;X
1180104;Minister of Security;Barbara Castle;1945;1964;1999;SL;Crime Fighter;Medium;M1099;X
1180105;Minister of Security;Kim Philby;1946;1964;1999;SL;Secret police chief;Very High;M1025;X
1180106;Head of Military Intelligence;S.P. James;1933;1964;1999;SC;Industrial Specialist;High;M1016;X
1180107;Head of Military Intelligence;Sir Barry E. Domvile;1940;1964;1999;SC;Naval Intelligence Specialist;High;3817;X
1180108;Head of Military Intelligence;Maxwell Knight;1942;1964;1999;SC;Logistics Specialist;Medium;M1094;X
1180109;Head of Military Intelligence;John Amery;1944;1964;1999;SC;Dismal Enigma;Medium;M1110;X
1180110;Head of Military Intelligence;William Gallacher;1933;1964;1999;SL;Industrial Specialist;High;M1111;X
1180111;Head of Military Intelligence;Christopher Hill;1941;1964;1999;SL;Naval Intelligence Specialist;High;M1112;X
1180112;Head of Military Intelligence;Aneurin Bevan;1943;1964;1999;SL;Dismal Enigma;High;M1021;X
1180113;Head of Military Intelligence;Anthony Blunt;1945;1964;1999;SL;Political Specialist;Very High;M1026;X
1180114;Head of Military Intelligence;Kim Philby;1946;1964;1999;SL;Technical Specialist;Very High;M1105;X
1180115;Chief of Staff;J.F.C. Fuller;1933;1964;1999;SC;School of Manoeuvre;Medium;3816;X
1180116;Chief of Staff;Sir Barry E. Domvile;1939;1964;1999;SC;commando doctrine staff;High;3817;X
1180117;Chief of Staff;Tom Wintringham;1933;1964;1999;SL;School of Mass Combat;High;M1027;X
1180118;Chief of Army;J.F.C. Fuller;1933;1964;1999;SC;Armoured Spearhead Doctrine;Medium;3816;X
1180119;Chief of Army;Bill Alexander;1933;1964;1999;SL;Static Defence Doctrine;High;M1028;X
1180120;Chief of Navy;Sir Barry E. Domvile;1933;1964;1999;SC;Power Projection Doctrine;High;3817;X
1180121;Chief of Navy;E.H. Cole;1942;1964;1999;SC;Open Seas Doctrine;High;M1143;X
1180122;Chief of Navy;Fred Copeman;1933;1964;1999;SL;Indirect Approach Doctrine;High;M1029;X
1180123;Chief of Navy;Harry Pollitt;1939;1964;1999;SL;Decisive Naval Battle Doctrine;High;M1022;X
1180124;Chief of Air Force;Sir John Chamier;1933;1964;1999;SC;Vertical Envelopment Doctrine;High;M1020;X
1180125;Chief of Air Force;Lord Williams Sempill;1939;1964;1999;SC;Carpet Bombing Doctrine;High;M1152;X
1180126;Chief of Air Force;Donald Marendaz;1941;1964;1999;SC;Air Superiority Doctrine;High;M1153;X
1180127;Chief of Air Force;Railton Freeman;1943;1964;1999;SC;Naval Aviation Doctrine;High;M1154;X
1180128;Chief of Air Force;John Strachey;1933;1964;1999;SL;Carpet Bombing Doctrine;High;M1030;X
1180129;Minister of Security;Dr Franz Alfred Six;1939;1964;1999;NS;Prince of Terror;High;5906;X
1180130;Chief of Staff;Dr Franz Alfred Six;1941;1964;1999;NS;School of Manoeuvre;High;5906;X
1180131;Foreign Minister;Henry Hamilton Beamish;1933;1947;1999;NS;The Cloak N Dagger Schemer;Low;8560;X
1180132;Foreign Minister;Robert C. G. Canning;1935;1964;1999;FA;Biased Intellectual;Medium;8561;X
1180133;Minister of Security;Norah Dacre Fox;1937;1964;1999;FA;Efficient Sociopath;Medium;8562;X
1180134;Foreign Minister;Neil Francis-Hawkins;1943;1964;1999;FA;General Staffer;High;unknownminister;X
1180135;Foreign Minister;Arthur K. Chesterton;1942;1964;1999;FA;Biased Intellectual;Medium;8608;X
1180136;Foreign Minister;John Angus Macnab;1939;1964;1999;FA;Great Compromiser;High;8563;X
1180137;Minister of Security;Gerard Vernon Wallop;1938;1964;1999;FA;Back Stabber;Medium;8564;X
1180138;Chief of Staff;Adrian Carton;1943;1964;1999;ML;School of Manoeuvre;High;8565;X
1180139;Foreign Minister;Adrian Carton;1943;1964;1999;ML;General Staffer;High;8565;X
1180140;Chief of Staff;Harold Alexander;1940;1964;1999;SC;School of Psychology;Medium;unknownminister;X
1180141;Chief of Staff;Claude J.E Auchinleck;1935;1964;1999;SL;School of Defence;High;unknownminister;X
1180142;Chief of Army;Claude J.E Auchinleck;1941;1964;1999;SL;Decisive Battle Doctrine;High;unknownminister;X
1180143;Chief of Air Force;John C. Slessor;1945;1964;1999;ML;Army Aviation Doctrine;High;unknownminister;X
