U04;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
835044;Head of Government;Jamil Mardam Bay;1933;1964;1999;ML;Political Protege;High;M528003;X
835045;Minister of Armament;Yves Morandat;1933;1964;1999;PA;Air Superiority Proponent;Medium;M528005;X
835046;Minister of Armament;Shaykh Muhammed al-Shinnawi;1938;1964;1999;SL;Infantry Proponent;Medium;M528029;X
835047;Minister of Armament;Michel Maurice-Bokanowski;1944;1964;1999;SL;Tank Proponent;Medium;M528031;X
835048;Minister of Armament;Paul Leistenschneider;1946;1964;1999;SL;laissez-faire capitalist;Medium;M528032;X
835049;Minister of Security;Andre Salvat;1941;1964;1999;SL;Crime Fighter;Medium;M528036;X
835050;Minister of Security;Jamil Chakrura;1943;1964;1999;SL;Back Stabber;Medium;M528037;X
835051;Minister of Security;Jean Abdel Foukha;1945;1964;1999;SL;Compassionate Gentleman;Medium;M528038;X
835052;Minister of Security;Faris al-Khouri;1933;1964;1999;SC;Man of the People;Medium;M528004;X
835053;Head of Military Intelligence;Henri Dentz;1938;1964;1999;PA;Logistics Specialist;Medium;L24059;X
835054;Head of Military Intelligence;Gabriel Puaux;1938;1964;1999;SL;Industrial Specialist;Medium;M528008;X
835055;Head of Military Intelligence;Georges Catroux;1941;1964;1999;SL;Dismal Enigma;Medium;L24029;X
835056;Head of Military Intelligence;Yves Chataigneau;1943;1964;1999;SL;Political Specialist;Medium;M528020;X
835057;Chief of Staff;Henri Dentz;1933;1964;1999;PA;School of Defence;Medium;L24059;X
835058;Chief of Staff;Lucien Cambas;1941;1964;1999;SL;School of Manoeuvre;Medium;M528046;X
835059;Chief of Army;Georges Catroux;1941;1964;1999;SL;Decisive Battle Doctrine;Medium;L24029;X
835060;Chief of Army;Bernard Duperier;1933;1964;1999;SC;Elastic Defence Doctrine;Medium;M528052;X
835061;Chief of Navy;Yves Morandat;1933;1964;1999;SC;Decisive Naval Battle Doctrine;Medium;M528005;X
835062;Chief of Air Force;Henri Amiel;1945;1964;1999;SL;Army Aviation Doctrine;Medium;M528007;X
835063;Chief of Air Force;Henri Amiel;1933;1964;1999;SC;Vertical Envelopment Doctrine;Medium;M528007;X
835064;Head of Military Intelligence;Sami Hinnawi;1944;1964;1999;SL;Logistics Specialist;Medium;M528076;X
