#######################;;;;;;;;;;;X
# muster; -1- ; -2- ; -3- ; -4- ; -5- ; -6- ;; -8- ;;;X
#######################;;;;;;;;;;;X
# Majors;;;;;;;;;;;X
# England;;;;;;;;;;;X
# England land brigades;;;;;;;;;;;X
MODEL_ENG_12_3;Armstrong Whitworth Sisskin;Armstrong Whitworth Sisskin;Armstrong Whitworth Sisskin;Armstrong Whitworth Sisskin;Armstrong Whitworth Sisskin;Armstrong Whitworth Sisskin;;Armstrong Whitworth Sisskin;;;X
MODEL_ENG_12_4;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;;Gloster Gladiator;;;X
MODEL_ENG_12_5;Supermarine Spitfire Mk I;Supermarine Spitfire Mk I;Supermarine Spitfire Mk I;Supermarine Spitfire Mk I;Supermarine Spitfire Mk I;Supermarine Spitfire Mk I;;Supermarine Spitfire Mk I;;;X
MODEL_ENG_12_6;Hawker Typhoon;Hawker Typhoon;Hawker Typhoon;Hawker Typhoon;Hawker Typhoon;Hawker Typhoon;;Hawker Typhoon;;;X
MODEL_ENG_12_7;Hawker Tempest;Hawker Tempest;Hawker Tempest;Hawker Tempest;Hawker Tempest;Hawker Tempest;;Hawker Tempest;;;X
MODEL_ENG_12_8;Gloster Meteor F 4;Gloster Meteor F 4;Gloster Meteor F 4;Gloster Meteor F 4;Gloster Meteor F 4;Gloster Meteor F 4;;Gloster Meteor F 4;;;X
MODEL_ENG_12_9;Gloster Meteor F 8;Gloster Meteor F 8;Gloster Meteor F 8;Gloster Meteor F 8;Gloster Meteor F 8;Gloster Meteor F 8;;Gloster Meteor F 8;;;X
MODEL_ENG_12_10;Gloster Javelin;Gloster Javelin;Gloster Javelin;Gloster Javelin;Gloster Javelin;Gloster Javelin;;Gloster Javelin;;;X
MODEL_ENG_12_11;Hawker Hunter;Hawker Hunter;Hawker Hunter;Hawker Hunter;Hawker Hunter;Hawker Hunter;;Hawker Hunter;;;X
MODEL_ENG_12_12;de Havilland Vixen;de Havilland Vixen;de Havilland Vixen;de Havilland Vixen;de Havilland Vixen;de Havilland Vixen;;de Havilland Vixen;;;X
MODEL_ENG_12_13;McDonnell-Douglas F-4 Phantom II;McDonnell-Douglas F-4 Phantom II;McDonnell-Douglas F-4 Phantom II;McDonnell-Douglas F-4 Phantom II;McDonnell-Douglas F-4 Phantom II;McDonnell-Douglas F-4 Phantom II;;McDonnell-Douglas F-4 Phantom II;;;X
MODEL_ENG_13_0;RAF B.E.2a;RAF B.E.2a;RAF B.E.2a;RAF B.E.2a;RAF B.E.2a;RAF B.E.2a;;RAF B.E.2a;;;X
MODEL_ENG_13_1;Bristol Scout A;Bristol Scout A;Bristol Scout A;Bristol Scout A;Bristol Scout A;Bristol Scout A;;Bristol Scout A;;;X
MODEL_ENG_13_2;Airco D.H.2;Airco D.H.2;Airco D.H.2;Airco D.H.2;Airco D.H.2;Airco D.H.2;;Airco D.H.2;;;X
MODEL_ENG_13_3;Sopwith Triplane;Sopwith Triplane;Sopwith Triplane;Sopwith Triplane;Sopwith Triplane;Sopwith Triplane;;Sopwith Triplane;;;X
MODEL_ENG_13_4;Sopwith Camel;Sopwith Camel;Sopwith Camel;Sopwith Camel;Sopwith Camel;Sopwith Camel;;Sopwith Camel;;;X
MODEL_ENG_13_5;Sopwith Snipe;Sopwith Snipe;Sopwith Snipe;Sopwith Snipe;Sopwith Snipe;Sopwith Snipe;;Sopwith Snipe;;;X
MODEL_ENG_13_6;Gloster Grebe;Gloster Grebe;Gloster Grebe;Gloster Grebe;Gloster Grebe;Gloster Grebe;;Gloster Grebe;;;X
MODEL_ENG_13_7;Bristol Bulldog;Bristol Bulldog;Bristol Bulldog;Bristol Bulldog;Bristol Bulldog;Bristol Bulldog;;Bristol Bulldog;;;X
MODEL_ENG_13_8;Hawker Hurricane Mk I;Hawker Hurricane Mk I;Hawker Hurricane Mk I;Hawker Hurricane Mk I;Hawker Hurricane Mk I;Hawker Hurricane Mk I;;Hawker Hurricane Mk I;;;X
MODEL_ENG_13_9;Hawker Hurricane Mk IIA;Hawker Hurricane Mk IIA;Hawker Hurricane Mk IIA;Hawker Hurricane Mk IIA;Hawker Hurricane Mk IIA;Hawker Hurricane Mk IIA;;Hawker Hurricane Mk IIA;;;X
MODEL_ENG_13_10;Supermarine Spitfire Mk XIV;Supermarine Spitfire Mk XIV;Supermarine Spitfire Mk XIV;Supermarine Spitfire Mk XIV;Supermarine Spitfire Mk XIV;Supermarine Spitfire Mk XIV;;Supermarine Spitfire Mk XIV;;;X
MODEL_ENG_13_11;Gloster Meteor F 1;Gloster Meteor F 1;Gloster Meteor F 1;Gloster Meteor F 1;Gloster Meteor F 1;Gloster Meteor F 1;;Gloster Meteor F 1;;;X
MODEL_ENG_13_12;de Havilland Vampire Mk.1;de Havilland Vampire Mk.1;de Havilland Vampire Mk.1;de Havilland Vampire Mk.1;de Havilland Vampire Mk.1;de Havilland Vampire Mk.1;;de Havilland Vampire Mk.1;;;X
MODEL_ENG_13_13;de Havilland Vampire F.3;de Havilland Vampire F.3;de Havilland Vampire F.3;de Havilland Vampire F.3;de Havilland Vampire F.3;de Havilland Vampire F.3;;de Havilland Vampire F.3;;;X
MODEL_ENG_13_14;Supermarine Swift;Supermarine Swift;Supermarine Swift;Supermarine Swift;Supermarine Swift;Supermarine Swift;;Supermarine Swift;;;X
MODEL_ENG_13_15;English Electric Lightning F.1;English Electric Lightning F.1;English Electric Lightning F.1;English Electric Lightning F.1;English Electric Lightning F.1;English Electric Lightning F.1;;English Electric Lightning F.1;;;X
MODEL_ENG_13_16;English Electric Lightning F.3;English Electric Lightning F.3;English Electric Lightning F.3;English Electric Lightning F.3;English Electric Lightning F.3;English Electric Lightning F.3;;English Electric Lightning F.3;;;X
MODEL_ENG_32_0;Hawker P.1052;Hawker P.1052;Hawker P.1052;Hawker P.1052;Hawker P.1052;Hawker P.1052;;Hawker P.1052;;;X
MODEL_ENG_32_1;Saunders-Roe SR.177;Saunders-Roe SR.177;Saunders-Roe SR.177;Saunders-Roe SR.177;Saunders-Roe SR.177;Saunders-Roe SR.177;;Saunders-Roe SR.177;;;X
MODEL_ENG_14_1;Handley Page V/1500;Handley Page V/1500;Handley Page V/1500;Handley Page V/1500;Handley Page V/1500;Handley Page V/1500;;Handley Page V/1500;;;X
MODEL_ENG_14_2;Fairey Hendon;Fairey Hendon;Fairey Hendon;Fairey Hendon;Fairey Hendon;Fairey Hendon;;Fairey Hendon;;;X
MODEL_ENG_14_3;Short Stirling;Short Stirling;Short Stirling;Short Stirling;Short Stirling;Short Stirling;;Short Stirling;;;X
MODEL_ENG_14_4;Handley Page Halifax;Handley Page Halifax;Handley Page Halifax;Handley Page Halifax;Handley Page Halifax;Handley Page Halifax;;Handley Page Halifax;;;X
MODEL_ENG_14_5;Avro Lancaster;Avro Lancaster;Avro Lancaster;Avro Lancaster;Avro Lancaster;Avro Lancaster;;Avro Lancaster;;;X
MODEL_ENG_14_6;Avro Lincoln;Avro Lincoln;Avro Lincoln;Avro Lincoln;Avro Lincoln;Avro Lincoln;;Avro Lincoln;;;X
MODEL_ENG_14_7;Vickers Valiant;Vickers Valiant;Vickers Valiant;Vickers Valiant;Vickers Valiant;Vickers Valiant;;Vickers Valiant;;;X
MODEL_ENG_14_8;Avro Vulcan;Avro Vulcan;Avro Vulcan;Avro Vulcan;Avro Vulcan;Avro Vulcan;;Avro Vulcan;;;X
MODEL_ENG_14_9;Handley Page Victor;Handley Page Victor;Handley Page Victor;Handley Page Victor;Handley Page Victor;Handley Page Victor;;Handley Page Victor;;;X
MODEL_ENG_15_1;Handley Page O/100;Handley Page O/100;Handley Page O/100;Handley Page O/100;Handley Page O/100;Handley Page O/100;;Handley Page O/100;;;X
MODEL_ENG_15_2;Handley Page O/400;Handley Page O/400;Handley Page O/400;Handley Page O/400;Handley Page O/400;Handley Page O/400;;Handley Page O/400;;;X
MODEL_ENG_15_3;Vickers Vimy;Vickers Vimy;Vickers Vimy;Vickers Vimy;Vickers Vimy;Vickers Vimy;;Vickers Vimy;;;X
MODEL_ENG_15_4;Boulton Paul Sidestrand;Boulton Paul Sidestrand;Boulton Paul Sidestrand;Boulton Paul Sidestrand;Boulton Paul Sidestrand;Boulton Paul Sidestrand;;Boulton Paul Sidestrand;;;X
MODEL_ENG_15_5;Handley Page Heyford;Handley Page Heyford;Handley Page Heyford;Handley Page Heyford;Handley Page Heyford;Handley Page Heyford;;Handley Page Heyford;;;X
MODEL_ENG_15_6;Armstrong Whitworth Whitley;Armstrong Whitworth Whitley;Armstrong Whitworth Whitley;Armstrong Whitworth Whitley;Armstrong Whitworth Whitley;Armstrong Whitworth Whitley;;Armstrong Whitworth Whitley;;;X
MODEL_ENG_15_7;Vickers Wellington;Vickers Wellington;Vickers Wellington;Vickers Wellington;Vickers Wellington;Vickers Wellington;;Vickers Wellington;;;X
MODEL_ENG_15_8;de Havilland Mosquito;de Havilland Mosquito;de Havilland Mosquito;de Havilland Mosquito;de Havilland Mosquito;de Havilland Mosquito;;de Havilland Mosquito;;;X
MODEL_ENG_15_9;de Havilland Venom FB1;de Havilland Venom FB1;de Havilland Venom FB1;de Havilland Venom FB1;de Havilland Venom FB1;de Havilland Venom FB1;;de Havilland Venom FB1;;;X
MODEL_ENG_15_10;de Havilland Venom FB4;de Havilland Venom FB4;de Havilland Venom FB4;de Havilland Venom FB4;de Havilland Venom FB4;de Havilland Venom FB4;;de Havilland Venom FB4;;;X
MODEL_ENG_15_11;English Electric Canberra;English Electric Canberra;English Electric Canberra;English Electric Canberra;English Electric Canberra;English Electric Canberra;;English Electric Canberra;;;X
MODEL_ENG_15_12;BAC TSR-2;BAC TSR-2;BAC TSR-2;BAC TSR-2;BAC TSR-2;BAC TSR-2;;BAC TSR-2;;;X
MODEL_ENG_16_0;Short 184;Short 184;Short 184;Short 184;Short 184;Short 184;;Short 184;;;X
MODEL_ENG_16_1;Supermarine Southampton;Supermarine Southampton;Supermarine Southampton;Supermarine Southampton;Supermarine Southampton;Supermarine Southampton;;Supermarine Southampton;;;X
MODEL_ENG_16_2;Short Sunderland;Short Sunderland;Short Sunderland;Short Sunderland;Short Sunderland;Short Sunderland;;Short Sunderland;;;X
MODEL_ENG_16_3;Bristol Beaufort;Bristol Beaufort;Bristol Beaufort;Bristol Beaufort;Bristol Beaufort;Bristol Beaufort;;Bristol Beaufort;;;X
MODEL_ENG_16_4;Bristol Brigand;Bristol Brigand;Bristol Brigand;Bristol Brigand;Bristol Brigand;Bristol Brigand;;Bristol Brigand;;;X
MODEL_ENG_16_5;Vickers Warwick;Vickers Warwick;Vickers Warwick;Vickers Warwick;Vickers Warwick;Vickers Warwick;;Vickers Warwick;;;X
MODEL_ENG_16_6;Fairey Gannet;Fairey Gannet;Fairey Gannet;Fairey Gannet;Fairey Gannet;Fairey Gannet;;Fairey Gannet;;;X
