##  STRING NAME (do not change!);;;;;;;;;;;X
## ;;;;;;;;;;;X
##  Technology System Techs below here..;;;;;;;;;;;X
##;;;;;;;;;;;X
RT_AIRBORNE_TRAINING;Airborne Training;Entraоnement d'Aйroportйe;Allenamento Aerotrasportato;Entrenamiento Aerotransportado;Fallschirmtraining;Trening spadochroniarzy;;Подготовка ВДВ;;;X
RT_MARINE_TRAINING;Marine Training;Entraоnement de Marine;Allenamento Anfibio;Entrenamiento anfibio;Marinetraining;Trening piechoty morskiej;;Подготовка морпехов;;;X
RT_MANEUVER_TACTICS;Maneuver Tactics;Tactiques de Manњuvres;Tattiche di Manovra;Tбcticas de movilidad;Manцvertaktik;Taktyka manewrуw;;Тактика маневра;;;X
RT_BLITZKRIEG_TACTICS;Blitzkrieg Tactics;Tactiques de Blitzkrieg;Tattiche Blitzkrieg;Tбcticas 'Guerra Relбmpago';Blitzkrieg Taktik;Taktyka wojny bіyskawicznej;;Тактика блицкрига;;;X
RT_STATIC_DEFENSE_TACTICS;Static Defense Tactics;Tactiques de Dйfense Statique;Tattiche di Difesa Statica;Tбcticas de la defensa estбtica;Statische Verteidigungstaktik;Taktyka obrony statycznej;;Тактика статичной обороны;;;X
RT_MEDICINE;Medical Science;Mйdecine;Scienza Medica;Medicina;Medizinische Wissenschaft;Nauki medyczne;;Медицина;;;X
RT_CAVALRY_TACTICS;Cavalry Tactics;Tactiques de Cavalerie;Tattiche di Cavalleria;Tбcticas de la caballerнa;Kavallerietaktik;Taktyka kawaleryjska;;Тактика кавалерии;;;X
RT_USER_1;Helicopter Design;Composant tech perso 1;Componente tecnologico 1;Tecnologнa personalizada 1;Bestandteil der Benutzertechnologie 1;Komponent technologiczny 1;;Компонент технологии 1;;;X
RT_USER_2;Espionage;Composant tech perso 2;Componente tecnologico 2;Tecnologнa personalizada 2;Bestandteil der Benutzertechnologie 2;Komponent technologiczny 2;;Компонент технологии 2;;;X
RT_USER_3;User tech component 3;Composant tech perso 3;Componente tecnologico 3;Tecnologнa personalizada 3;Bestandteil der Benutzertechnologie 3;Komponent technologiczny 3;;Компонент технологии 3;;;X
RT_USER_4;User tech component 4;Composant tech perso 4;Componente tecnologico 4;Tecnologнa personalizada 4;Bestandteil der Benutzertechnologie 4;Komponent technologiczny 4;;Компонент технологии 4;;;X
RT_USER_5;User tech component 5;Composant tech perso 5;Componente tecnologico 5;Tecnologнa personalizada 5;Bestandteil der Benutzertechnologie 5;Komponent technologiczny 5;;Компонент технологии 5;;;X
RT_USER_6;User tech component 6;Composant tech perso 6;Componente tecnologico 6;Tecnologнa personalizada 6;Bestandteil der Benutzertechnologie 6;Komponent technologiczny 6;;Компонент технологии 6;;;X
RT_USER_7;User tech component 7;Composant tech perso 7;Componente tecnologico 7;Tecnologнa personalizada 7;Bestandteil der Benutzertechnologie 7;Komponent technologiczny 7;;Компонент технологии 7;;;X
RT_USER_8;User tech component 8;Composant tech perso 8;Componente tecnologico 8;Tecnologнa personalizada 8;Bestandteil der Benutzertechnologie 8;Komponent technologiczny 8;;Компонент технологии 8;;;X
RT_USER_9;User tech component 9;Composant tech perso 9;Componente tecnologico 9;Tecnologнa personalizada 9;Bestandteil der Benutzertechnologie 9;Komponent technologiczny 9;;Компонент технологии 9;;;X
RT_USER_10;User tech component 10;Composant tech perso 10;Componente tecnologico 10;Tecnologнa personalizada 10;Bestandteil der Benutzertechnologie 10;Komponent technologiczny 10;;Компонент технологии 10;;;X
RT_USER_11;User tech component 11;Composant tech perso 11;Componente tecnologico 11;Tecnologнa personalizada 11;Bestandteil der Benutzertechnologie 11;Komponent technologiczny 11;;Компонент технологии 11;;;X
RT_USER_12;User tech component 12;Composant tech perso 12;Componente tecnologico 12;Tecnologнa personalizada 12;Bestandteil der Benutzertechnologie 12;Komponent technologiczny 12;;Компонент технологии 12;;;X
RT_USER_13;User tech component 13;Composant tech perso 13;Componente tecnologico 13;Tecnologнa personalizada 13;Bestandteil der Benutzertechnologie 13;Komponent technologiczny 13;;Компонент технологии 13;;;X
RT_USER_14;User tech component 14;Composant tech perso 14;Componente tecnologico 14;Tecnologнa personalizada 14;Bestandteil der Benutzertechnologie 14;Komponent technologiczny 14;;Компонент технологии 14;;;X
RT_USER_15;User tech component 15;Composant tech perso 15;Componente tecnologico 15;Tecnologнa personalizada 15;Bestandteil der Benutzertechnologie 15;Komponent technologiczny 15;;Компонент технологии 15;;;X
RT_USER_16;User tech component 16;Composant tech perso 16;Componente tecnologico 16;Tecnologнa personalizada 16;Bestandteil der Benutzertechnologie 16;Komponent technologiczny 16;;Компонент технологии 16;;;X
RT_USER_17;User tech component 17;Composant tech perso 17;Componente tecnologico 17;Tecnologнa personalizada 17;Bestandteil der Benutzertechnologie 17;Komponent technologiczny 17;;Компонент технологии 17;;;X
RT_USER_18;User tech component 18;Composant tech perso 18;Componente tecnologico 18;Tecnologнa personalizada 18;Bestandteil der Benutzertechnologie 18;Komponent technologiczny 18;;Компонент технологии 18;;;X
RT_USER_19;User tech component 19;Composant tech perso 19;Componente tecnologico 19;Tecnologнa personalizada 19;Bestandteil der Benutzertechnologie 19;Komponent technologiczny 19;;Компонент технологии 19;;;X
RT_USER_20;User tech component 20;Composant tech perso 20;Componente tecnologico 20;Tecnologнa personalizada 20;Bestandteil der Benutzertechnologie 20;Komponent technologiczny 20;;Компонент технологии 20;;;X
RT_USER_21;User tech component 21;Composant tech perso 21;Componente tecnologico 21;Tecnologнa personalizada 21;Bestandteil der Benutzertechnologie 21;Komponent technologiczny 21;;Компонент технологии 21;;;X
RT_USER_22;User tech component 22;Composant tech perso 22;Componente tecnologico 22;Tecnologнa personalizada 22;Bestandteil der Benutzertechnologie 22;Komponent technologiczny 22;;Компонент технологии 22;;;X
RT_USER_23;User tech component 23;Composant tech perso 23;Componente tecnologico 23;Tecnologнa personalizada 23;Bestandteil der Benutzertechnologie 23;Komponent technologiczny 23;;Компонент технологии 23;;;X
RT_USER_24;User tech component 24;Composant tech perso 24;Componente tecnologico 24;Tecnologнa personalizada 24;Bestandteil der Benutzertechnologie 24;Komponent technologiczny 24;;Компонент технологии 24;;;X
RT_USER_25;User tech component 25;Composant tech perso 25;Componente tecnologico 25;Tecnologнa personalizada 25;Bestandteil der Benutzertechnologie 25;Komponent technologiczny 25;;Компонент технологии 25;;;X
RT_USER_26;User tech component 26;Composant tech perso 26;Componente tecnologico 26;Tecnologнa personalizada 26;Bestandteil der Benutzertechnologie 26;Komponent technologiczny 26;;Компонент технологии 26;;;X
RT_USER_27;User tech component 27;Composant tech perso 27;Componente tecnologico 27;Tecnologнa personalizada 27;Bestandteil der Benutzertechnologie 27;Komponent technologiczny 27;;Компонент технологии 27;;;X
RT_USER_28;User tech component 28;Composant tech perso 28;Componente tecnologico 28;Tecnologнa personalizada 28;Bestandteil der Benutzertechnologie 28;Komponent technologiczny 28;;Компонент технологии 28;;;X
RT_USER_29;User tech component 29;Composant tech perso 29;Componente tecnologico 29;Tecnologнa personalizada 29;Bestandteil der Benutzertechnologie 29;Komponent technologiczny 29;;Компонент технологии 29;;;X
RT_USER_30;User tech component 30;Composant tech perso 30;Componente tecnologico 30;Tecnologнa personalizada 30;Bestandteil der Benutzertechnologie 30;Komponent technologiczny 30;;Компонент технологии 30;;;X
RT_USER_31;User tech component 31;Composant tech perso 31;Componente tecnologico 31;Tecnologнa personalizada 31;Bestandteil der Benutzertechnologie 31;Komponent technologiczny 31;;Компонент технологии 31;;;X
RT_USER_32;User tech component 32;Composant tech perso 32;Componente tecnologico 32;Tecnologнa personalizada 32;Bestandteil der Benutzertechnologie 32;Komponent technologiczny 32;;Компонент технологии 32;;;X
RT_USER_33;User tech component 33;Composant tech perso 33;Componente tecnologico 33;Tecnologнa personalizada 33;Bestandteil der Benutzertechnologie 33;Komponent technologiczny 33;;Компонент технологии 33;;;X
RT_USER_34;User tech component 34;Composant tech perso 34;Componente tecnologico 34;Tecnologнa personalizada 34;Bestandteil der Benutzertechnologie 34;Komponent technologiczny 34;;Компонент технологии 34;;;X
RT_USER_35;User tech component 35;Composant tech perso 35;Componente tecnologico 35;Tecnologнa personalizada 35;Bestandteil der Benutzertechnologie 35;Komponent technologiczny 35;;Компонент технологии 35;;;X
RT_USER_36;User tech component 36;Composant tech perso 36;Componente tecnologico 36;Tecnologнa personalizada 36;Bestandteil der Benutzertechnologie 36;Komponent technologiczny 36;;Компонент технологии 36;;;X
RT_USER_37;User tech component 37;Composant tech perso 37;Componente tecnologico 37;Tecnologнa personalizada 37;Bestandteil der Benutzertechnologie 37;Komponent technologiczny 37;;Компонент технологии 37;;;X
RT_USER_38;User tech component 38;Composant tech perso 38;Componente tecnologico 38;Tecnologнa personalizada 38;Bestandteil der Benutzertechnologie 38;Komponent technologiczny 38;;Компонент технологии 38;;;X
RT_USER_39;User tech component 39;Composant tech perso 39;Componente tecnologico 39;Tecnologнa personalizada 39;Bestandteil der Benutzertechnologie 39;Komponent technologiczny 39;;Компонент технологии 39;;;X
RT_USER_40;User tech component 40;Composant tech perso 40;Componente tecnologico 40;Tecnologнa personalizada 40;Bestandteil der Benutzertechnologie 40;Komponent technologiczny 40;;Компонент технологии 40;;;X
RT_USER_41;User tech component 41;Composant tech perso 41;Componente tecnologico 41;Tecnologнa personalizada 41;Bestandteil der Benutzertechnologie 41;Komponent technologiczny 41;;Компонент технологии 41;;;X
RT_USER_42;User tech component 42;Composant tech perso 42;Componente tecnologico 42;Tecnologнa personalizada 42;Bestandteil der Benutzertechnologie 42;Komponent technologiczny 42;;Компонент технологии 42;;;X
RT_USER_43;User tech component 43;Composant tech perso 43;Componente tecnologico 43;Tecnologнa personalizada 43;Bestandteil der Benutzertechnologie 43;Komponent technologiczny 43;;Компонент технологии 43;;;X
RT_USER_44;User tech component 44;Composant tech perso 44;Componente tecnologico 44;Tecnologнa personalizada 44;Bestandteil der Benutzertechnologie 44;Komponent technologiczny 44;;Компонент технологии 44;;;X
RT_USER_45;User tech component 45;Composant tech perso 45;Componente tecnologico 45;Tecnologнa personalizada 45;Bestandteil der Benutzertechnologie 45;Komponent technologiczny 45;;Компонент технологии 45;;;X
RT_USER_46;User tech component 46;Composant tech perso 46;Componente tecnologico 46;Tecnologнa personalizada 46;Bestandteil der Benutzertechnologie 46;Komponent technologiczny 46;;Компонент технологии 46;;;X
RT_USER_47;User tech component 47;Composant tech perso 47;Componente tecnologico 47;Tecnologнa personalizada 47;Bestandteil der Benutzertechnologie 47;Komponent technologiczny 47;;Компонент технологии 47;;;X
RT_USER_48;User tech component 48;Composant tech perso 48;Componente tecnologico 48;Tecnologнa personalizada 48;Bestandteil der Benutzertechnologie 48;Komponent technologiczny 48;;Компонент технологии 48;;;X
RT_USER_49;User tech component 49;Composant tech perso 49;Componente tecnologico 49;Tecnologнa personalizada 49;Bestandteil der Benutzertechnologie 49;Komponent technologiczny 49;;Компонент технологии 49;;;X
RT_USER_50;User tech component 50;Composant tech perso 50;Componente tecnologico 50;Tecnologнa personalizada 50;Bestandteil der Benutzertechnologie 50;Komponent technologiczny 50;;Компонент технологии 50;;;X
RT_USER_51;User tech component 51;Composant tech perso 51;Componente tecnologico 51;Tecnologнa personalizada 51;Bestandteil der Benutzertechnologie 51;Komponent technologiczny 51;;Компонент технологии 51;;;X
RT_USER_52;User tech component 52;Composant tech perso 52;Componente tecnologico 52;Tecnologнa personalizada 52;Bestandteil der Benutzertechnologie 52;Komponent technologiczny 52;;Компонент технологии 52;;;X
RT_USER_53;User tech component 53;Composant tech perso 53;Componente tecnologico 53;Tecnologнa personalizada 53;Bestandteil der Benutzertechnologie 53;Komponent technologiczny 53;;Компонент технологии 53;;;X
RT_USER_54;User tech component 54;Composant tech perso 54;Componente tecnologico 54;Tecnologнa personalizada 54;Bestandteil der Benutzertechnologie 54;Komponent technologiczny 54;;Компонент технологии 54;;;X
RT_USER_55;User tech component 55;Composant tech perso 55;Componente tecnologico 55;Tecnologнa personalizada 55;Bestandteil der Benutzertechnologie 55;Komponent technologiczny 55;;Компонент технологии 55;;;X
RT_USER_56;User tech component 56;Composant tech perso 56;Componente tecnologico 56;Tecnologнa personalizada 56;Bestandteil der Benutzertechnologie 56;Komponent technologiczny 56;;Компонент технологии 56;;;X
RT_USER_57;User tech component 57;Composant tech perso 57;Componente tecnologico 57;Tecnologнa personalizada 57;Bestandteil der Benutzertechnologie 57;Komponent technologiczny 57;;Компонент технологии 57;;;X
RT_USER_58;User tech component 58;Composant tech perso 58;Componente tecnologico 58;Tecnologнa personalizada 58;Bestandteil der Benutzertechnologie 58;Komponent technologiczny 58;;Компонент технологии 58;;;X
RT_USER_59;User tech component 59;Composant tech perso 59;Componente tecnologico 59;Tecnologнa personalizada 59;Bestandteil der Benutzertechnologie 59;Komponent technologiczny 59;;Компонент технологии 59;;;X
RT_USER_60;User tech component 60;Composant tech perso 60;Componente tecnologico 60;Tecnologнa personalizada 60;Bestandteil der Benutzertechnologie 60;Komponent technologiczny 60;;Компонент технологии 60;;;X
##;;;;;;;;;;;X
TECH_CAT_HOSPITALS;Hospital System;Hospital System;Hospital System;Hospital System;Hospital System;Hospital System;;Hospital System;;;X
TECH_CAT_MOBILITY;Mobility Focus - World War II;Mobility Focus;Mobility Focus;Mobility Focus;Mobility Focus;Mobility Focus;;Mobility Focus;;;X
TECH_CAT_MOBILITY_CW;Mobility Focus - Cold War;Mobility Focus - Cold War;Mobility Focus - Cold War;Mobility Focus - Cold War;Mobility Focus - Cold War;Mobility Focus - Cold War;;Mobility Focus - Cold War;;;X
TECH_CAT_MANPOWER;Manpower Focus - World War II;Manpower Focus;Manpower Focus;Manpower Focus;Manpower Focus;Manpower Focus;;Manpower Focus;;;X
TECH_CAT_MANPOWER_CW;Manpower Focus - Warsaw Pact;Manpower Focus - Cold War;Manpower Focus - Cold War;Manpower Focus - Cold War;Manpower Focus - Cold War;Manpower Focus - Cold War;;Manpower Focus - Cold War;;;X
TECH_CAT_SUPFIREPOWER;Superior Firepower;Superior Firepower;Superior Firepower;Superior Firepower;Superior Firepower;Superior Firepower;;Superior Firepower;;;X
TECH_CAT_NATODOC;NATO Doctrine;NATO Doctrine;NATO Doctrine;NATO Doctrine;NATO Doctrine;NATO Doctrine;;NATO Doctrine;;;X
TECH_CAT_GRANDBATTLE;Grand Battleplan - World War II;Grand Battleplan - World War II;Grand Battleplan - World War II;Grand Battleplan - World War II;Grand Battleplan - World War II;Grand Battleplan - World War II;;Grand Battleplan - World War II;;;X
TECH_CAT_LIGHTINF;Light Infantry;Light Infantry;Light Infantry;Light Infantry;Light Infantry;Light Infantry;;Light Infantry;;;X
TECH_CAT_PPLWAR;People's War Doctrine;People's War Doctrine;People's War Doctrine;People's War Doctrine;People's War Doctrine;People's War Doctrine;;People's War Doctrine;;;X
TECH_CAT_ARMDBOX;Armd. Box Launcher;Armd. Box Launcher;Armd. Box Launcher;Armd. Box Launcher;Armd. Box Launcher;Armd. Box Launcher;;Armd. Box Launcher;;;X
TECH_CAT_AWACS;AWACS;AWACS;AWACS;AWACS;AWACS;AWACS;;AWACS;;;X
TECH_CAT_REFUELPLANE;Tanker Aircraft;Refuelling Aircraft;Refuelling Aircraft;Refuelling Aircraft;Refuelling Aircraft;Refuelling Aircraft;;Refuelling Aircraft;;;X
TECH_CAT_CIWS;Close-in weapon system;Close-in weapon system;Close-in weapon system;Close-in weapon system;Close-in weapon system;Close-in weapon system;;Close-in weapon system;;;X
TECH_CAT_MISSCORVETTE;Miss. Corvettes;Miss. Corvettes;Miss. Corvettes;Miss. Corvettes;Miss. Corvettes;Miss. Corvettes;;Miss. Corvettes;;;X
TECH_CAT_CORVETTE;Corvettes;Corvettes;Corvettes;Corvettes;Corvettes;Corvettes;;Corvettes;;;X
TECH_CAT_SPECFORC;Special Forces;Special Forces;Special Forces;Special Forces;Special Forces;Special Forces;;Special Forces;;;X
TECH_CAT_LARGEASW;Large ASW Destroyer;Interwar Cavalry;Interwar Cavalry;Interwar Cavalry;Interwar Cavalry;Interwar Cavalry;;Interwar Cavalry;;;X
TECH_CAT_WW2CWCAV;WW2/Cold War Cavalry;WW2/Cold War Cavalry;WW2/Cold War Cavalry;WW2/Cold War Cavalry;WW2/Cold War Cavalry;WW2/Cold War Cavalry;;WW2/Cold War Cavalry;;;X
TECH_CAT_DDG;DD-G;Guided Missile Destroyers;Guided Missile Destroyers;Guided Missile Destroyers;Guided Missile Destroyers;Guided Missile Destroyers;;Guided Missile Destroyers;;;X
TECH_CAT_FRIGATES;Frigates;Frigates;Frigates;Frigates;Frigates;Frigates;;Frigates;;;X
TECH_CAT_FIXEDWINGGUNSHIP;Ground Support Bde.;Fixed Wing Gunship;Fixed Wing Gunship;Fixed Wing Gunship;Fixed Wing Gunship;Fixed Wing Gunship;;Fixed Wing Gunship;;;X
TECH_CAT_COIN;COIN Aircraft;COIN Aircraft;COIN Aircraft;COIN Aircraft;COIN Aircraft;COIN Aircraft;;COIN Aircraft;;;X
TECH_CAT_ATTHELO;Attack Helicopters;Attack Helicopters;Attack Helicopters;Attack Helicopters;Attack Helicopters;Attack Helicopters;;Attack Helicopters;;;X
TECH_CAG_NAVHELO;Naval Helicopters;Naval Helicopters;Naval Helicopters;Naval Helicopters;Naval Helicopters;Naval Helicopters;;Naval Helicopters;;;X
TECH_CAT_JETFIG;Jet Fighters;Jet Fighters;Jet Fighters;Jet Fighters;Jet Fighters;Jet Fighters;;Jet Fighters;;;X
TECH_CAT_MBT;Main Battle Tanks;Main Battle Tanks;Main Battle Tanks;Main Battle Tanks;Main Battle Tanks;Main Battle Tanks;;Main Battle Tanks;;;X
TECH_CAT_INFANTRY;Regular Infantry;Infanterie;Fanteria;Infanterнa;Infanterie;Piechota;;Пехота;;;X
TECH_CAT_AIRBORNE;Airborne Infantry;Aйroportй;Forze aerotrasportate;Aerotransportada;Fallschirmjдger;Desant powietrzny;;Воздушно-десантные войска;;;X
TECH_CAT_MARINES;Marines;Infanterie de marine;Marine;Inf. de marina;Marineinfanterie;Piechota morska;;Морская пехота;;;X
TECH_CAT_MOUNTAIN;Light / Mountain;Montagne;Alpini;Inf. de montaсa;Gebirgsjдger;Strzelcy gуrscy;;Горнострелки;;;X
TECH_CAT_CAVALRY;Cavalry;Cavalerie;Cavalleria;Caballerнa;Kavallerie;Kawaleria;;Кавалерия;;;X
TECH_CAT_SUPPLY;Supply;Approvisionnement;Rifornimenti;Suministros;Versorgung;Zaopatrzenie;;Тыловое обеспечение и снабжение;;;X
TECH_CAT_MOTORIZED;Motorized Infantry;Motorisй;Motorizzata;Motorizadas;Motorisierte;Zmotoryzowane;;Моторизованная пехота;;;X
TECH_CAT_MECHANIZED;Mechanized Infantry;Mйcanisй;Meccanizzata;Mecanizadas;Mechanisierte;Zmechanizowane;;Механизированная пехота;;;X
TECH_CAT_ENGINEERS;Combat Engineers;Gйnie de combat;Genieri da combattimento;Ingenierios de Combate;Sturmpioniere;Inїynierowie wojskowi;;Инженерно-саперные войска;;;X
TECH_CAT_MANUFACTURING;Manufacturing;Fabrication;Produzione;Fabricaciуn;Herstellung;Wytwarzanie;;Производство;;;X
TECH_CAT_ROCKETRY;Rocketry;Fusйonautique;Missilistica;Tйcnica de cohetes;Raketen;Technologia rakietowa;;Ракетостроение;;;X
TECH_CAT_AGRICULTURE;Agriculture;Agriculture;Agricoltura;Agricultura;Landwirtschaft;Rolnictwo;;Сельское хозяйство;;;X
TECH_CAT_RRWARNING;Radar Warning;Avertissement radar;Allarme radar;Aviso de radar;Radarwarnung;Ostrzeganie radarowe;;Радиолокационные станции;;;X
TECH_CAT_CRYPTOGRAPHY;Cryptography;Cryptographie;Crittografia;Criptografнa;Kryptographie;Kryptografia;;Криптография;;;X
TECH_CAT_SYNTHETICOIL;Synthetic Oil;Carburant de synthиse;Petrolio sintetico;Combustible sintйtico;Synthetisches Цl;Paliwo syntetyczne;;Синтетическое топливо;;;X
TECH_CAT_MATERIALS;Material Science;Sciences de la matiиre;Scienza dei Materiali;Ciencia de materiales;Materialwissenschaft;Nauki o materiaіach ;;Материаловедение;;;X
TECH_CAT_NUCLEAR;Nuclear;Nuclйaire;Nucleare;Nuclear;Nuklear;Technika j№drowa;;Ядерные технологии;;;X
TECH_CAT_BOMBERS;Bombers;Bombardiers;Bombardieri;Bombarderos;Bomber;Bombowce;;Бомбардировщики;;;X
