## STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;Extra1;Extra2;X
## ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
##;;;;;;;;;;;X
##;MAJOR NOTE ABOUT THIS FILE:;;;;;;;;;;X
##;;;;;;;;;;;X
##;This file is loaded after all other text files and can be used to replace previously defined strings.;;;;;;;;;;X
##;On every successful replacement a note will be logged in savedebug.txt (extra debug logs must be enabled from settings.cfg for that), instead of an error which is trigered for replacements made by other text files.;;;;;;;;;;X
##;Redefined engine strings must match exactly the format used by original text or the game could behave abnormally.;;;;;;;;;;X
##;Run the game with extra debug logs set to level 2 in settings.cfg to ensure that there are no issues with redefined texts (any erors will be reported in savedebug.txt file in your main game folder).;;;;;;;;;;X
##;This file is the best place for all strings of user mods.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;EDITING TIPS:;;;;;;;;;;X
##;;;;;;;;;;;X
##;Open this document in Excel, version 5 or later.;;;;;;;;;;X
##;To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;X
##;Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;X
##;Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;X
##;Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;X
##;Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;X
##;Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;X
##;Place the cursor in cell C2 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost column while still having the string names/comments and the English original text in the left and middle column;;;;;;;;;;X
##;CAREFULLY read the instructions in cells B26 - B68;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted by the engine, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;2) '%d' is for indicating where integer value is inserted by the engine, and MAY NEVER BE REMOVED! If there are more than one '%d' in a string, they may not change places.;;;;;;;;;;X
##;3) '%.0f' is for indicating where non-integer value is inserted by the engine, and MAY NEVER BE REMOVED! 0 can be replaced by another number and defines displayed digits after the decimal point. Add '+' in front of '.' (example: '%+.2f') to display the sign of the number.;;;;;;;;;;X
##;4) '%c' is for indicating where a single character is inserted by the engine, and MAY NEVER BE REMOVED! ;;;;;;;;;;X
##;5) '\%%' can be used to display a single '%' character in texts. Use that with caution and avoid if possible as it could cause issues if used improperly.;;;;;;;;;;X
##;6) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.;;;;;;;;;;X
##;7) The characters '#' (hashmark), semicolon, '%' (percentage sign), '¶' (paragraph sign), quotation marks and '\' (backslash) MAY NOT BE USED (except when used as control codes as this will otherwise create serious problems!!! Quotation marks may not even be used in comments -- use a 'citation mark' (single) instead if necessary!);;;;;;;;;;X
##;8) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;9) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;10) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;11) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS (Red,Green,Blue values):;;;;;;;;;;X
##;§A;0,64,0;;;;;;;;;X
##;§B;0,0,192;;;;;;;;;X
##;§C;128,0,0;;;;;;;;;X
##;§D;255,255,0;;;;;;;;;X
##;§E;255,0,255;;;;;;;;;X
##;§F;255,128,0;;;;;;;;;X
##;§G;0,100,0;;;;;;;;;X
##;§H;128,128,128;;;;;;;;;X
##;§I;0,0,255;;;;;;;;;X
##;§J;0,192,0;;;;;;;;;X
##;§M;100,255,100;;;;;;;;;X
##;§N;255,100,100;;;;;;;;;X
##;§R;240,0,0;;;;;;;;;X
##;§W;255,255,255;;;;;;;;;X
##;§Y;208,232,248;;;;;;;;;X
##;§Z;0,0,0;;;;;;;;;X
##;§§;restores old color;;;;;;;;;X
##;Note that the color change will be applied to all words after the code, until the end of the line that the word is printed on. If several words should have a color change, put the code in front of each of them to be on the safe side. If only one word should have a color change, make sure to reset the color after the word.;;;;;;;;;;X
##;12) Unless otherwise specifically stated, length of words and texts does not really matter THAT much (message boxes, rollover help boxes and buttons WILL stretch to fit the text string). However you will notice once the translation is inserted that space IS limited in quite a few areas so be brief, and try not to use words that are considerably longer than the English original.;;;;;;;;;;X
##;13) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;14) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;15) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not exported into the actual text database file);;;;;;;;;;X
##;16) Test any special punctuation symbols and characters for proper displaying by the game first, before using those in other texts.;;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE:;;;;;;;;;;X
##;Save as 'Semicolon Separated (.csv)' format, and make sure file name is not changed.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE:;;;;;;;;;;X
##;If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
## ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
## LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;Extra1;Extra2;X
## ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
MODEL_44_7;SS Modern Armor '67;;;;;;;;;;X
MODEL_44_8;SS Modern Armor '76;;;;;;;;;;X
MODEL_44_9;SS Modern Armor '80;;;;;;;;;;X
MODEL_44_10;SS Modern Armor '85;;;;;;;;;;X
MODEL_44_11;SS Modern Armor '92;;;;;;;;;;X
NAME_GURKHAS;Gurkha Rifles;Gurkhas Infanterie;;;Ghurka Infanterie;;;;;;X
SNAME_GURKHAS;Gur;Gur;;;Gur;;;;;;X
SDESC_GURKHAS;Gurkha Rifles;Gurkhas Division d'Infanterie;;;Ghurka Infanterie Division;;;;;;X
LDESC_GURKHAS;The Gurkhas are military units in the British army enlisted in Nepal. They excel in fighting in rough terrains, such as hills, mountains and jungle.;Les Gurkhas sont des unités militaires de l'armée britannique, ils sont enrôlés au Népal. Ils excellent dans les combats en terrains accidentés, comme les collines, les montagnes et la jungle.;;;Die Gurkhas sind Nepali Söldner im Dienste Großbritanniens. Sie sind hervorragend im Gebirgs- und Hügelkampf, sowie im Dschungel und auf unwegsamem Gelände.;;;;;;X
MODEL_45_0;Gurkha Rifles 1870;Gurkhas Infanterie 1870;;;Ghurka Infanterie 1870;;;;;;X
MODEL_45_1;Gurkha Rifles 1897;Gurkhas Infanterie 1897;;;Ghurka Infanterie 1897;;;;;;X
MODEL_45_2;Gurkha Rifles 1907;Gurkhas Infanterie 1907;;;Ghurka Infanterie 1907;;;;;;X
MODEL_45_3;Gurkhas Infantry  1914;Gurkhas Infanterie 1914;;;Ghurka Infanterie 1914;;;;;;X
MODEL_45_4;Gurkha Rifles 1916;Gurkhas Infanterie 1916;;;Ghurka Infanterie 1916;;;;;;X
MODEL_45_5;Gurkha Rifles 1918;Gurkhas Infanterie 1918;;;Ghurka Infanterie 1918;;;;;;X
MODEL_45_6;Gurkha Rifles 1921;Gurkhas Infanterie 1921;;;Ghurka Infanterie 1921;;;;;;X
MODEL_45_7;Gurkha Rifles 1925;Gurkhas Infanterie 1925;;;Ghurka Infanterie 1928;;;;;;X
MODEL_45_8;Gurkha Rifles 1930;Gurkhas Infanterie 1930;;;Ghurka Infanterie 1930;;;;;;X
MODEL_45_9;Gurkha Rifles 1935;Gurkhas Infanterie 1935;;;Ghurka Infanterie 1935;;;;;;X
MODEL_45_10;Gurkha Rifles 1939;Gurkhas Infanterie 1939;;;Ghurka Infanterie 1939;;;;;;X
MODEL_45_11;Gurkha Rifles 1942;Gurkhas Infanterie 1942;;;Ghurka Infanterie 1942;;;;;;X
MODEL_45_12;Gurkha Rifles 1945;Gurkhas Infanterie 1945;;;Ghurka Infanterie 1945;;;;;;X
MODEL_45_13;Gurkha Rifles 1948;Gurkhas Infanterie 1948;;;Ghurka Infanterie 1948;;;;;;X
MODEL_45_14;Gurkha Rifles 1951;Gurkhas Infanterie 1951;;;Ghurka Infanterie 1951;;;;;;X
MODEL_45_15;Gurkha Rifles 1955;Gurkhas Infanterie 1955;;;Ghurka Infanterie 1955;;;;;;X
MODEL_45_16;Gurkha Rifles 1959;Gurkhas Infanterie 1959;;;Ghurka Infanterie 1959;;;;;;X
MODEL_45_17;Gurkha Rifles 1963;Gurkhas Infanterie 1963;;;Ghurka Infanterie 1963;;;;;;X
MODEL_45_18;Gurkha Rifles 1966;;;;;;;;;;X
MODEL_45_19;Gurkha Rifles 1972;;;;;;;;;;X
MODEL_45_20;Gurkha Rifles 1982;;;;;;;;;;X
NAME_RANGERS;Rangers Battalion;Rangers Infanterie;;;Ranger Infanterie;;;;;;X
SNAME_RANGERS;Ran;Ran;;;Ran;;;;;;X
SDESC_RANGERS;Rangers Battalion;Rangers Division d'Infanterie;;;Ranger Infanterie Division;;;;;;X
LDESC_RANGERS;United States Army Rangers are elite members of the United States Army. They excel in fighting in rough terrains, such as woods or hills, and at night.;Les Rangers sont des membres d'élite de l'armée des États-Unis. Ils excellent dans les combats en terrains accidentés, comme les bois, les collines et durant la nuit.;;;Die United States Army Rangers sind die Elite des Amerikanischen Heers . Sie eignen sich hervorragend für den Kampf in unwegsamem Gelände, sowie in Wäldern, auf hügelgiem Gelände und bei Nacht.;;;;;;X
MODEL_46_0;Rangers Battalion 1870;Rangers Infanterie 1870;;;Ranger Infanterie 1870;;;;;;X
MODEL_46_1;Rangers Battalion 1897;Rangers Infanterie 1897;;;Ranger Infanterie 1897;;;;;;X
MODEL_46_2;Rangers Battalion 1907;Rangers Infanterie 1907;;;Ranger Infanterie 1907;;;;;;X
MODEL_46_3;Rangers Infantry  1914;Rangers Infanterie 1914;;;Ranger Infanterie 1914;;;;;;X
MODEL_46_4;Rangers Battalion 1916;Rangers Infanterie 1916;;;Ranger Infanterie 1916;;;;;;X
MODEL_46_5;Rangers Battalion 1918;Rangers Infanterie 1918;;;Ranger Infanterie 1918;;;;;;X
MODEL_46_6;Rangers Battalion 1921;Rangers Infanterie 1921;;;Ranger Infanterie 1921;;;;;;X
MODEL_46_7;Rangers Battalion 1925;Rangers Infanterie 1925;;;Ranger Infanterie 1925;;;;;;X
MODEL_46_8;Rangers Battalion 1930;Rangers Infanterie 1930;;;Ranger Infanterie 1930;;;;;;X
MODEL_46_9;Rangers Battalion 1935;Rangers Infanterie 1935;;;Ranger Infanterie 1935;;;;;;X
MODEL_46_10;Rangers Battalion 1939;Rangers Infanterie 1939;;;Ranger Infanterie 1939;;;;;;X
MODEL_46_11;Rangers Battalion 1942;Rangers Infanterie 1942;;;Ranger Infanterie 1942;;;;;;X
MODEL_46_12;Rangers Battalion 1945;Rangers Infanterie 1945;;;Ranger Infanterie 1945;;;;;;X
MODEL_46_13;Rangers Battalion 1948;Rangers Infanterie 1948;;;Ranger Infanterie 1948;;;;;;X
MODEL_46_14;Rangers Battalion 1951;Rangers Infanterie 1951;;;Ranger Infanterie 1951;;;;;;X
MODEL_46_15;Rangers Battalion 1955;Rangers Infanterie 1955;;;Ranger Infanterie 1955;;;;;;X
MODEL_46_16;Rangers Battalion 1959;Rangers Infanterie 1959;;;Ranger Infanterie 1959;;;;;;X
MODEL_46_17;Rangers Battalion 1963;Rangers Infanterie 1963;;;Ranger Infanterie 1963;;;;;;X
MODEL_46_18;Rangers Battalion 1966;;;;;;;;;;X
MODEL_46_19;Rangers Battalion 1972;;;;;;;;;;X
MODEL_46_20;Rangers Battalion 1982;;;;;;;;;;X
NAME_SKI_INFANTRY;Ski Infantry;Infanterie à ski;;;Skijäger Infanterie;;;;;;X
SNAME_SKI_INFANTRY;Ski;Ski;;;Ski;;;;;;X
SDESC_SKI_INFANTRY;Ski Infantry Division;Division d'infanterie à ski;;;Skijäger Division;;;;;;X
LDESC_SKI_INFANTRY;Ski infantry divisions are military units in the Red Army carrying arctic equipment. They excel in winter conditions.;Les divisions d'Infanterie à ski sont des unités militaires de l'Armée rouge portant l'équipement arctique. Ils excellent dans les conditions hivernales.;;;Skijäger Divisionen sind militärische Verbände der roten Armee mit spezieller Winterausrüstung. Sie eignen sich für den Kampf im Winter bei Eis und Schnee.;;;;;;X
MODEL_47_0;Ski Infantry 1939;Infanterie à ski 1939;;;Skijäger Infanterie 1939;;;;;;X
MODEL_47_1;Ski Infantry 1942;Infanterie à ski 1942;;;Skijäger Infanterie 1942;;;;;;X
MODEL_47_2;Ski Infantry 1945;Infanterie à ski 1945;;;Skijäger Infanterie 1945;;;;;;X
MODEL_47_3;Ski Infantry 1948;Infanterie à ski 1948;;;Skijäger Infanterie 1948;;;;;;X
MODEL_47_4;Ski Infantry 1951;Infanterie à ski 1951;;;Skijäger Infanterie 1951;;;;;;X
MODEL_47_5;Ski Infantry 1954;Infanterie à ski 1954;;;Skijäger Infanterie 1954;;;;;;X
MODEL_47_6;Ski Infantry 1958;Infanterie à ski 1958;;;Skijäger Infanterie 1958;;;;;;X
MODEL_47_7;Ski Infantry 1962;Infanterie à ski 1962;;;Skijäger Infanterie 1962;;;;;;X
MODEL_47_8;Ski Infantry 1967;;;;;;;;;;X
MODEL_47_9;Ski Infantry 1973;;;;;;;;;;X
MODEL_47_10;Ski Infantry 1979;;;;;;;;;;X
MODEL_47_11;Ski Infantry 1983;;;;;;;;;;X
MODEL_47_12;Ski Infantry 1989;;;;;;;;;;X
NAME_LIGHTWEIGHTFIGHTER;Lightweight Fighter;Lightweight Fighter;Lightweight Fighter;Lightweight Fighter;Lightweight Fighter;Lightweight Fighter;;Lightweight Fighter;;;X
NAME_MIRV;MIRV;MIRV;MIRV;MIRV;MIRV;MIRV;;MIRV;;;X
NAME_HELOCAG;Helicopter CAG;Helicopter CAG;Helicopter CAG;Helicopter CAG;Helicopter CAG;Helicopter CAG;;Helicopter CAG;;;X
NAME_ARMDBOX;Armored Box Launcher & Anti Ship Missiles;Armored Box Launcher;Armored Box Launcher;Armored Box Launcher;Armored Box Launcher;Armored Box Launcher;;Armored Box Launcher;;;X
NAME_VSTOLPLANE;VSTOL Airplane;VSTOL Airplane;VSTOL Airplane;VSTOL Airplane;VSTOL Airplane;VSTOL Airplane;;VSTOL Airplane;;;X
NAME_AWACSPLANE;AWACS Airplane;AWACS Airplane;AWACS Airplane;AWACS Airplane;AWACS Airplane;AWACS Airplane;;AWACS Airplane;;;X
NAME_REFUELPLANE;Refuelling Aircraft;Refuelling Aircraft;Refuelling Aircraft;Refuelling Aircraft;Refuelling Aircraft;Refuelling Aircraft;;Refuelling Aircraft;;;X
NAME_HACAG;Heavy Aviation Cruiser CAG;Heavy Aviation Cruiser CAG;Heavy Aviation Cruiser CAG;Heavy Aviation Cruiser CAG;Heavy Aviation Cruiser CAG;Heavy Aviation Cruiser CAG;;Heavy Aviation Cruiser CAG;;;X
NAME_NAVALCOMMANDO;Naval Raid Commando;Naval Raid Commando;Naval Raid Commando;Naval Raid Commando;Naval Raid Commando;Naval Raid Commando;;Naval Raid Commando;;;X
NAME_CIWS;Close-in Weapon System;Close-in Weapon System;Close-in Weapon System;Close-in Weapon System;Close-in Weapon System;Close-in Weapon System;;Close-in Weapon System;;;X
NAME_MISSILECORVETTE;Missile Corvette;Missile Corvette;Missile Corvette;Missile Corvette;Missile Corvette;Missile Corvette;;Missile Corvette;;;X
NAME_GUNCORVETTE;ASW Corvette;ASW Corvette;ASW Corvette;ASW Corvette;ASW Corvette;ASW Corvette;;ASW Corvette;;;X
