## STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;Extra1;Extra2;X
## ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
##;;;;;;;;;;;X
##;MAJOR NOTE ABOUT THIS FILE:;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;This file is loaded before any other text files to ensure that any text replacements to strings defined here will be noted.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;EDITING TIPS:;;;;;;;;;;X
##;;;;;;;;;;;X
##;Open this document in Excel, version 5 or later.;;;;;;;;;;X
##;To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;X
##;Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;X
##;Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;X
##;Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;X
##;Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;X
##;Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;X
##;Place the cursor in cell C2 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost column while still having the string names/comments and the English original text in the left and middle column;;;;;;;;;;X
##;CAREFULLY read the instructions in cells B26 - B68;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted by the engine, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;2) '%d' is for indicating where integer value is inserted by the engine, and MAY NEVER BE REMOVED! If there are more than one '%d' in a string, they may not change places.;;;;;;;;;;X
##;3) '%.0f' is for indicating where non-integer value is inserted by the engine, and MAY NEVER BE REMOVED! 0 can be replaced by another number and defines displayed digits after the decimal point. Add '+' in front of '.' (example: '%+.2f') to display the sign of the number.;;;;;;;;;;X
##;4) '%c' is for indicating where a single character is inserted by the engine, and MAY NEVER BE REMOVED! ;;;;;;;;;;X
##;5) '\%%' can be used to display a single '%' character in texts. Use that with caution and avoid if possible as it could cause issues if used improperly.;;;;;;;;;;X
##;6) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.;;;;;;;;;;X
##;7) The characters '#' (hashmark), semicolon, '%' (percentage sign), '¶' (paragraph sign), quotation marks and '\' (backslash) MAY NOT BE USED (except when used as control codes as this will otherwise create serious problems!!! Quotation marks may not even be used in comments -- use a 'citation mark' (single) instead if necessary!);;;;;;;;;;X
##;8) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;9) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;10) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;11) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS (Red,Green,Blue values):;;;;;;;;;;X
##;§A;0,64,0;;;;;;;;;X
##;§B;0,0,192;;;;;;;;;X
##;§C;128,0,0;;;;;;;;;X
##;§D;255,255,0;;;;;;;;;X
##;§E;255,0,255;;;;;;;;;X
##;§F;255,128,0;;;;;;;;;X
##;§G;0,100,0;;;;;;;;;X
##;§H;128,128,128;;;;;;;;;X
##;§I;0,0,255;;;;;;;;;X
##;§J;0,192,0;;;;;;;;;X
##;§M;100,255,100;;;;;;;;;X
##;§N;255,100,100;;;;;;;;;X
##;§R;240,0,0;;;;;;;;;X
##;§W;255,255,255;;;;;;;;;X
##;§Y;208,232,248;;;;;;;;;X
##;§Z;0,0,0;;;;;;;;;X
##;§§;restores old color;;;;;;;;;X
##;Note that the color change will be applied to all words after the code, until the end of the line that the word is printed on. If several words should have a color change, put the code in front of each of them to be on the safe side. If only one word should have a color change, make sure to reset the color after the word.;;;;;;;;;;X
##;12) Unless otherwise specifically stated, length of words and texts does not really matter THAT much (message boxes, rollover help boxes and buttons WILL stretch to fit the text string). However you will notice once the translation is inserted that space IS limited in quite a few areas so be brief, and try not to use words that are considerably longer than the English original.;;;;;;;;;;X
##;13) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;14) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;15) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not exported into the actual text database file);;;;;;;;;;X
##;16) Test any special punctuation symbols and characters for proper displaying by the game first, before using those in other texts.;;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE:;;;;;;;;;;X
##;Save as 'Semicolon Separated (.csv)' format, and make sure file name is not changed.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE:;;;;;;;;;;X
##;If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
## ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
## LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;Extra1;Extra2;X
## ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
ALLIANCE_ENTENTE;T. Entente;Triple Entente;Triplice Intesa;Triple Entente;Entente;Ententa;;Антанта;;;X
NPERSONALITY_ADMINISTRATIVE_GENIUS;Administrative Genius;Gйnie bureaucrate;Genio amministrativo;Genio de la gestiуn;Verwaltungsgenie;Geniusz zarz№dzania;;Административный гений;;;X
NPERSONALITY_RESOURCE_INDUSTRIALIST;Resource Industrialist;Industriel compulsif;Industriale intraprendente;Industrial de recursos;Ressourcen-Industrialist;Przemysіowiec;;Сырьевой магнат;;;X
NPERSONALITY_LAISSEZ_FAIRES_CAPITALIST;Laissez-Faire Capitalist;Capitaliste laxiste;Capitalista noncurante;Capitalista libre mercado;Laissez-Faire-Kapitalist;Wyznawca doktryny Laissez-Faire;;Либеральный капиталист;;;X
NPERSONALITY_THEORETICAL_SCIENTIST;Theoretical Scientist;Scientifique йrudit;Scienziato teorico;Cientнfico teуrico;theoretischer Wissenschaftler;Naukowiec teoretyk;;Ученый-теоретик;;;X
NPERSONALITY_MILITARY_ENTREPRENEUR;Military Entrepreneur;Entrepreneur militariste;Imprenditore militare;Contratista militar;Kriegsunternehmer;Stary oficer;;Ставленник ВПК;;;X
NPERSONALITY_BATTLE_FLEET_PROPONENT;Battle Fleet Proponent;Adepte des navires;Sostenitore delle battaglie navali;Partidario flota combate;Schlachtflotten-Befьrworter;Zwolennik ciкїkiej floty;;Сторонник надводного флота;;;X
NPERSONALITY_SUBMARINE_PROPONENT;Submarine Proponent;Adepte des sous-marins;Sostenitore dei sommergibili;Partidario submarinos;U-Boot-Befьrworter;Zwolennik okrкtуw podwodnych;;Сторонник подводного флота;;;X
NPERSONALITY_TANK_PROPONENT;Tank Proponent;Adepte des blindйs;Sostenitore dei carri armati;Partidario tanques;Panzerbefьrworter;Zwolennik czoіgуw;;Сторонник танковых войск;;;X
NPERSONALITY_INFANTRY_PROPONENT;Infantry Proponent;Adepte de l'infanterie;Sostenitore della fanteria;Partidario infanterнa;Infanteriebefьrworter;Zwolennik piechoty;;Сторонник сухопутных войск;;;X
NPERSONALITY_AIR_TO_GROUND_PROPONENT;Air-to-Ground Proponent;Adepte des avions;Sostenitore degli attacchi aria-terra;Partidario aire-tierra;Luft-Boden-Befьrworter;Zwolennik nalotуw na cele l№dowe;;Сторонник тактической авиации;;;X
NPERSONALITY_AIR_TO_SEA_PROPONENT;Air-to-Sea Proponent;Adepte des avions navals;Sostenitore degli attacchi aria-mare;Partidario aire-mar;Luft-See-Befьrworter;Zwolennik nalotуw na cele morskie;;Сторонник морской авиации;;;X
NPERSONALITY_STRATEGIC_AIR_PROPONENT;Strategic Air Proponent;Adepte des bombardiers;Sostenitore degli attacchi aerei strategici;Partidario bombardeo estrat.;Befьrworter strategischer Luftangriffe;Zwolennik nalotуw strategicznych;;Сторонник стратегической авиации;;;X
NPERSONALITY_SILENT_LAWYER;Silent Lawyer;Avocat discret;Avvocato silenzioso;Ordenancista silencioso;schweigsamer Anwalt;Cichy prawnik;;Незаметный законник;;;X
NPERSONALITY_COMPASSIONATE_GENTLEMAN;Compassionate Gentleman;Philanthrope;Gentiluomo compassionevole;Caballero compasivo;mitleidsvoller Gentleman;Miіy staruszek;;Благожелательный джентльмен;;;X
NPERSONALITY_CRIME_FIGHTER;Crime Fighter;Chasseur de criminels;Nemico del crimine;Luchador contra crimen;Verbrechensbekдmpfer;Ostatni sprawiedliwy;;Борец с преступностью;;;X
NPERSONALITY_PRINCE_OF_TERROR;Prince of Terror;Prince de la terreur;Principe del terrore;Prнncipe del terror;Fьrst des Schreckens;Ksi№їк terroru;;Кровавый палач;;;X
NPERSONALITY_BACK_STABBER;Back Stabber;Fourbe;Accoltellatore alle spalle;Apuсalador;Verrдter;Zdradliwa їmija;;Интриган;;;X
NPERSONALITY_MAN_OF_THE_PEOPLE;Man of the People;Homme du peuple;Uomo del popolo;Hombre del pueblo;Mann des Volkes;Ulubieniec tіumуw;;Человек из народа;;;X
NPERSONALITY_EFFICIENT_SOCIOPATH;Efficient Sociopath;Sociopathe;Sociopatico Efficiente;Sociуpata eficiente;Effizienter Soziopath;Czіowiek bez skrupuіуw;;Искусный манипулятор;;;X
NPERSONALITY_TECHNICAL_SPECIALIST;Technical Specialist;Technicien;Specialista tecnico;Especialista tйcnica;Technikspezialist;Specjalista technolog;;Технический специалист;;;X
NPERSONALITY_LOGISTICS_SPECIALIST;Logistics Specialist;Logisticien;Specialista logistico;Especialista logнstica;Logistikspezialist;Specjalista logistyk;;Специалист по тылу и снабжению;;;X
NPERSONALITY_POLITICAL_SPECIALIST;Political Specialist;Politicien;Specialista politico;Especialista polнtica;Politikspezialist;Specjalista polityk;;Специалист по тайной политике;;;X
NPERSONALITY_DISMAL_ENIGMA;Dismal Enigma;Homme de l'ombre;Losco figuro;Enigma tinieblas;Dьsteres Rдtsel;Czіowiek enigma;;Человек-загадка;;;X
NPERSONALITY_INDUSTRIAL_SPECIALIST;Industrial Specialist;Industriel;Specialista industriale;Especialista industria;Industriespezialist;Specjalista przemysіowiec;;Промышленный специалист;;;X
NPERSONALITY_NAVAL_INTELLIGENCE_SPECIALIST;Naval Intelligence Specialist;Officier de renseignement naval;Specialista di spionaggio navale;Especialista intelig. naval;Marine-Aufklдrungsspezialist;Specjalista od wywiadu morskiego;;Специалист по морской разведке;;;X
NPERSONALITY_SCHOOL_OF_MANOEUVRE;School of Maneuver;Thйorie de la manoeuvre;Scuola del movimento;Escuela de maniobra;Schule des Manцvers;Szkoіa manewru;;Школа маневра;;;X
NPERSONALITY_SCHOOL_OF_FIRE_SUPPORT;School of Fire Support;Thйorie du soutien d'artillerie;Scuola del fuoco di copertura;Escuela apoyo de fuego;Schule der Feuerunterstьtzung;Szkoіa wsparcia ogniowego;;Школа огневой поддержки;;;X
NPERSONALITY_SCHOOL_OF_MASS_COMBAT;School of Mass Combat;Thйorie du combat de masse;Scuola delle battaglie di massa;Escuela combate masas;Schule des Massenkampfs;Szkoіa wojny narodu;;Школа народной войны;;;X
NPERSONALITY_SCHOOL_OF_PSYCHOLOGY;School of Psychology;Thйorie de la psychologie;Scuola di psicologia;Escuela psicologнa;Schule der Psychologie;Szkoіa psychologii;;Школа психологии;;;X
NPERSONALITY_SCHOOL_OF_DEFENCE;School of Defense;Thйorie de la dйfense;Scuola di difesa;Escuela defensa;Schule der defensiven Kriegsfьhrung;Szkoіa obrony;;Школа обороны;;;X
NPERSONALITY_ELASTIC_DEFENCE_DOCTRINE;Elastic Defense Doctrine;Doctrine de la dйfense flexible;Dottrina della difesa elastica;Doctrina defensa elбstica;elastische Verteidigungsdoktrin;Doktryna elastycznej obrony;;Доктрина гибкой обороны;;;X
NPERSONALITY_STATIC_DEFENCE_DOCTRINE;Trenches War Expert;Expert de la guerre de position;Dottrina della difesa statica;Doctrina defensa estбtica;Doktrin der statischen Verteidigung;Doktryna statycznej obrony;;Доктрина статичной обороны;;;X
NPERSONALITY_DECISIVE_BATTLE_DOCTRINE;Decisive Battle Doctrine;Doctrine de la bataille dйcisive;Dottrina della battaglia decisiva;Doctrina batalla decisiva;Entscheidungsschlacht-Doktrin;Doktryna rozstrzygaj№cej bitwy;;Доктрина решающего сражения;;;X
NPERSONALITY_ARMOURED_SPEARHEAD_DOCTRINE;Armored Spearhead Doctrine;Doctrine du fer de lance blindй;Dottrina dei reparti d'assalto corazzati;Doctrina punta ataque acoraz.;gepanzerte Lanzenspitzen-Doktrin;Doktryna pancernej piкњci;;Доктрина танкового прорыва;;;X
NPERSONALITY_GUNS_AND_BUTTER_DOCTRINE;Guns and Butter Doctrine;Doctrine du soutien logistique;Dottrina delle armi e rifornimenti;Doctrina 'caсones y mant.';Kanonen-und-Butter-Doktrin;Doktryna chleba i broni;;Доктрина личной инициативы;;;X
NPERSONALITY_OPEN_SEAS_DOCTRINE;Open Seas Doctrine;Doctrine des voies maritimes;Dottrina dei mari aperti;Doctrina mares abiertos;offene Seedokrtin;Doktryna otwartych mуrz;;Доктрина открытых морей;;;X
NPERSONALITY_DECISIVE_BATTLE_DOCTRINE2;Decisive Battle Doctrine;Doctrine de la bataille dйcisive;Dottrina della battaglia decisiva;Doctrina batalla decisiva;Entscheidungsschlacht-Doktrin;Doktryna rozstrzygaj№cej bitwy;;Доктрина решающего сражения;;;X
NPERSONALITY_POWER_PROJECTION_DOCTRINE;Power Projection Doctrine;Doctrine de la suprйmatie;Dottrina della proiezione della potenza;Doctrina 'proyec. poder';Machtprojektions-Doktrin;Doktryna demonstracji potкgi;;Доктрина концентрации силы;;;X
NPERSONALITY_INDIRECT_APPROACH_DOCTRINE;Indirect Approach Doctrine;Doctrine de l'approche indirecte;Dottrina dell'approccio indiretto;Doctrina aprox. indirecta;Doktrin des indirekten Ansatzes;Doktryna poњredniego podejњcia;;Доктрина непрямого воздействия;;;X
NPERSONALITY_BASE_CONTROL_DOCTRINE;Base Control Doctrine;Doctrine de l'attaque de bases;Dottrina del controllo delle basi;Doctrina control bases;Basiskontrolldoktrin;Doktryna ataku na bazy;;Доктрина контроля над базами;;;X
