y;English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X
TUTORIAL_MAIN_DESC;It's safe to say that Darkest Hour is a very demanding game. You will have to direct politics, diplomacy, production and research on a national and international level as well as master conquest and tactical combat. But in great challenges lie great rewards so Darkest Hour offers the most realistic simulation of the World War II era you could wish for. It leaves you infinite ways to define your own path to glory. To make it easier to get started we recommend this tutorial. It explains all the main features of the game. For more in-depth information please read the game manual or visit our forums at Paradoxplaza.com;On peut affirmer sans dйtours que Hearts of Iron II exige beaucoup des joueurs. On attend de vous des dйcisions politiques, diplomatiques, il vous faut gйrer la production et la recherche а un niveau national comme international, mais aussi maоtriser l'art de la conquкte et du combat tactique. En retour, Hearts of Iron vous apporte une satisfaction considйrable, en ce qu'il offre la simulation la plus rйaliste qui soit de toute la pйriode couvrant la seconde guerre mondiale. Il vous offre un nombre illimitй d'options qui vous permettront de fouler les sentiers de la gloire. Nous vous recommandons, pour mieux dйbuter, de consulter ce didacticiel . Il vous explique toutes les fonctions principales du jeu. Si vous souhaitez avoir des informations plus prйcises, veuillez consulter le manuel de jeu, ou visiter nos forums sur Paradoxplaza.com;Darkest Hour и sicuramente un gioco molto impegnativo. Dovrai gestire la politica, la diplomazia, la produzione e la ricerca a livello nazionale e internazionale, ma anche fare conquiste e affrontare combattimenti tattici. Dietro ogni grande sfida si nasconde perт una grande ricompensa. Darkest Hour ti offre la simulazione piщ realistica dell'epoca della Seconda Guerra Mondiale, permettendoti di tracciare il tuo sentiero di gloria attraverso un'infinitа di possibili strade. Per cominciare con facilitа ti consigliamo di seguire questo tutorial, dove troverai spiegazione a tutte le principali caratteristiche del gioco. Per ulteriori dettagli, consulta il manuale di gioco oppure visita i nostri forum all'indirizzo www.paradoxplaza.com.;No hay duda al decir que Darkest Hour es un juego muy exigente. Tendrбs que ocuparte de la polнtica, la diplomacia, la producciуn y la investigaciуn en el бmbito nacional e internacional, asн como dominar la conquista y el combate tбctico. Pero los grandes desafнos conllevan grandes recompensas, asн que Darkest Hour te ofrece la simulaciуn mбs realista de la йpoca de la II Guerra Mundial que hubieras podido desear. Te proporciona infinitas formas de recorrer tu propio sendero de gloria. Para hacer mбs fбcil el empezar a jugar te recomendamos este tutorial, que explica todas las caracterнsticas principales del juego. Para obtener una informaciуn mбs exhaustiva, te rogamos que leas el manual del juego o visites nuestros foros en Paradoxplaza.com;Darkest Hour ist ein ausgesprochen anspruchsvolles Spiel. Sie bestimmen die Politik, ьben sich in Diplomatie und steuern die Produktion und die Forschungsarbeiten auf nationaler und internationaler Ebene. Darьber hinaus bestimmen Sie natьrlich den Lauf des Krieges mit und ьben sich im taktischen Kampf. Wer sich diesen Herausforderungen stellt, den erwartet die realistischste Darstellung des Zweiten Weltkrieges, die man sich vorstellen kann. Hier schafft sich jeder seinen eigenen Weg zum Sieg. In diesem Tutorial erklдren wir Ihnen die wichtigsten Funktionen des Spiels. Weiterfьhrende Informationen finden Sie im Handbuch zum Spiel oder besuchen Sie unsere Foren unter Paradoxplaza.com. ;Moїna powiedzieж, їe  Darkest Hour to bardzo wymagaj№ca gra. Bкdziesz musiaі zarz№dzaж polityk№ wewnкtrzn№, dyplomacj№, produkcj№, badaniami oraz poznaж taktykк ataku i obrony swoich granic. Duїe wyzwanie  to duїa satysfakcja – Darkest Hour jest najdokіadniejsz№ symulacj№ drugiej wojny њwiatowej o jakiej mogіeњ marzyж. Oferuje Ci niezliczone drogi do osi№gniкcia ostatecznego zwyciкstwa. Aby uіatwiж Ci rozpoczкcie gry, przygotowaliњmy dla Ciebie ten samouczek. Jeїeli potrzebujesz dokіadniejszych informacji, zajrzyj do instrukcji lub odwiedџ forum na stronie Paradoxplaza.com.;;Не будет преувеличением сказать, что к игре 'Darkest Hour' следует подходить очень серьезно. Вам предстоит управлять внутренней политикой, дипломатией, производством и исследованиями в сложной и быстро меняющейся международной обстановке. Вы также будете нести ответственность за стратегическое планирование военных действий и выбор тактики в отдельных сражениях. Это непросто, зато взамен вы получаете возможность принимать решения в самой приближенной к реальности обстановке, какую только можно создать в компьютерной игре, и выбрать тот путь, который приведет вашу страну к победе во Второй мировой войне. Эти учебные сценарии помогут вам разобраться в основах игры. Более подробную информацию вы можете найти в руководстве или на официальных форумах игры.;;;X
##;;;;;;;;;;;X
TUTORIAL_DESC_1;A brief presentation of the world of war you are about to enter;Brиve prйsentation d'un monde en guerre dans lequel vous vous apprкtez а entrer :;Una breve presentazione della Guerra Mondiale che stai per cominciare;Una breve exposiciуn del mundo bйlico en el que estбs a punto de entrar;Eine kurze Beschreibung der vom Krieg gebeutelten Welt, in die wir Sie jetzt fьhren werden;Ogуlna prezentacja њwiata gry;;Краткое описание мира игры и основы игрового процесса;;;X
TUTORIAL_DESC_2;Learn to conduct diplomacy and national politics;Apprenez а utiliser la diplomatie et а participer а la politique de votre pays;Impara a gestire la diplomazia e la politica nazionale;Aprende a dirigir la diplomacia y la polнtica nacional;Diplomatie und nationale Politik;Naucz siк prowadziж politykк wewnкtrzn№ i zagraniczn№;;Основы дипломатии и внутренней политики;;;X
TUTORIAL_DESC_3;Learn to direct a nation's industrial capacity;Apprenez а gйrer les points de production d'un pays;Impara a dirigere la produttivitа industriale di una nazione;Aprende a gestionar la capacidad industrial de un paнs;Einsatz der industriellen Ressourcen eines Landes;Naucz siк zarz№dzaж potкg№ przemysіow№ swojego paсstwa;;Основы управления производством;;;X
TUTORIAL_DESC_4;Learn to develop new technologies and doctrines;Apprenez а dйvelopper de nouvelles doctrines et technologies;Impara a sviluppare nuove tecnologie e dottrine;Aprende a desarrollar nuevas tecnologнas y doctrinas;Entwicklung neuer Technologien und Doktrinen;Naucz siк rozwijaж nowe technologie i doktryny walki.;;Основы научно-технических исследований;;;X
TUTORIAL_DESC_5;Learn the basics of waging war in Darkest Hour;Apprenez les techniques de guerre йlйmentaires de Hearts of Iron II;Impara i principi base della guerra in Darkest Hour;Aprende los fundamentos de la guerra en Darkest Hour;Grundlagen der Kriegsfьhrung in Darkest Hour;Poznaj podstawy prowadzenia wojny w Darkest Hour;;Основы ведения военных действий;;;X
TUTORIAL_DESC_6;A look at the advanced options when waging war;Consultation des options avancйes des techniques de guerre;Uno sguardo alle opzioni di guerra avanzate;Un vistazo a las opciones avanzadas al librar una guerra;Ein Blick auf die Optionen fьr Fortgeschrittene;Poznaj niuanse prowadzenia wojen.;;Дополнительные возможности ведения военных действий;;;X
TUTORIAL_BATTLESCENARIOS;For now, I only want to learn about warfare;Pour l'instant, j'aimerai simplement dйcouvrir l'art de la guerre;Per ora, voglio imparare solo qualcosa sulla guerra;De momento sуlo quiero saber sobre la guerra;Im Moment mцchte ich nur etwas ьber die Kriegsfьhrung lernen;Na razie wystarcz№ mi zasady prowadzenia wojny.;;Сейчас я хочу только научиться воевать;;;X
##;;;;;;;;;;;X
FETUTORIAL_1;Overview & Interface;Interface;Interfaccia;Interfaz;Benutzeroberflдche;Interfejs;;Общие сведения;;;X
FETUTORIAL_2;Diplomacy and Government;Diplomatie et gouvernement;Diplomazia e Governo;Diplomacia y gobierno;Diplomatie und die Regierung;Dyplomacja i rz№d;;Дипломатия и правительство;;;X
FETUTORIAL_3;Production;Production;Produzione;Producciуn;Produktion ;Produkcja;;Производство;;;X
FETUTORIAL_4;Research;Recherche;Ricerca;Investigaciуn;Forschung;Badania;;Исследования;;;X
FETUTORIAL_5;Basic Warfare;Conduite йlйmentaire de la guerre;Guerra di base;Guerra bбsica;Grundlagen der Kriegsfьhrung;Podstawy walki;;Основы военных действий;;;X
FETUTORIAL_6;Advanced Warfare;Conduite avancйe de la guerre;Guerra avanzata;Guerra avanzada;Kriegsfьhrung f. Fortgeschrittene;Zaawansowana walka;;Сложные военные приемы;;;X
FETUTORIAL_7;BACK TO MAIN;RETOUR AU MENU PRINCIPAL;MENU PRINCIPALE;VOLVER AL PRINCIPAL;ZURЬCK ZUM HAUPTMENЬ;Powrуt do gіуwnego menu;;ГЛАВНОЕ МЕНЮ;;;X
##;;;;;;;;;;;X
############## TUTORIAL ##################;;;;;;;;;;;X
##;;;;;;;;;;;X
#  Tutorial Chapter 1;;;;;;;;;;;X
TUTORIAL_1_A1_NAME;Welcome to the Tutorial;Bienvenue sur ce Didacticiel;Benvenuto nel tutorial;Bienvenido al tutorial.;Willkommen zum Tutorial;Witaj w samouczku;;Добро пожаловать в обучающий сценарий;;;X
TUTORIAL_1_A1_DESC;In this first chapter of the tutorial we will take a short guided tour and look at what Darkest Hour has to offer, and we will learn how to navigate the basic interface. To advance the tutorial, simply follow the instructions in the text. When an Enter-key sign is shown either click it or press enter on your keyboard to advance the tutorial. You can exit the tutorial at any time by pressing the ESC key on your keyboard.;Ce premier chapitre du didacticiel vous propose une courte visite guidйe, et vous prйsente tout ce que Hearts of Iron II a а vous offrir. Vous y apprendrez йgalement а vous dйplacer, ou naviguer, dans l'interface de base. Pour passer а l'йtape suivante du didacticiel, il suffit de suivre les instructions. Quand le symbole de la touche Entrйe apparaоt, cliquez sur celui-ci ou appuyez sur cette touche avec votre clavier pour faire avancer le didacticiel. Vous pouvez le quitter а tout moment en appuyant sur la touche Echap de votre clavier.;Nel primo capitolo del tutorial faremo un piccolo tour guidato per scoprire ciт che Darkest Hour ha da offrire e impareremo a navigare nell'interfaccia di base. Per proseguire nel tutorial, basta seguire le istruzioni contenute nel testo. Quando appare il simbolo del tasto Invio cliccaci sopra oppure premi Invio sulla tastiera. Puoi uscire dal tutorial in qualsiasi momento premendo Esc.;En este primer capнtulo del mismo realizaremos un pequeсo 'tour', veremos lo que ofrece Darkest Hour y tambiйn aprenderemos cуmo movernos por la interfaz bбsica. Para avanzar en el tutorial sуlo tienes que seguir las instrucciones del texto. Cuando aparece un signo de tecla 'Intro', haz clic en йl o pulsa el 'Intro' del teclado para proseguir. Puedes salir del tutorial en cualquier momento si pulsa la tecla 'ESC' del teclado.;Im ersten Kapitel in diesem Tutorial werden wir Sie ьber die wichtigsten Funktionen von Darkest Hour informieren und darьber, wie die grundlegende Benutzeroberflдche, das 'Interface', bedient wird. Um weiterzublдttern folgen Sie einfach den Anweisungen im Text. Wenn das Eingabe-Tastenzeichen angezeigt wird, dann klicken Sie entweder darauf oder auf die Eingabetaste auf Ihrer Tastatur. Um die Einfьhrung zu beenden, klicken Sie bitte auf die ESC-Taste Ihrer Tastatur.;W pierwszym rozdziale samouczka pokaїemy Ci, co ma do zaoferowania gra Darkest Hour i nauczymy podstaw interfejsu. Aby przejњж ten etap nauki, pod№їaj za wskazуwkami na ekranie. Jeїeli zobaczysz znaczek Enter na monitorze, moїesz przejњж dalej klikaj№c na niego LPM, lub naciskaj№c 'Enter' na klawiaturze. Moїesz zawsze opuњciж samouczek za pomoc№ klawisza 'Esc'.;;В этом сценарии вы получите представление об основах управления игрой. Просто следуйте тексту инструкций. Когда появится значок Enter, щелкните по нему или нажмите Enter на клавиатуре, чтобы перейти к следующему пункту сценария. Вы можете выйти из сценария в любой момент, если нажмете клавишу ESC на клавиатуре. ;;;X
TUTORIAL_1_A2_NAME;The main map View;Affichage de la carte principale;Visualizzazione della mappa principale;La vista del mapa principal;Hauptkarte ansehen;Mapa gіуwna;;Окно основной карты;;;X
TUTORIAL_1_A2_DESC;This is the Main Map screen. This is where you will spend most of your time in the game. Here is where the action will take place when all your grand-scale plans are carried out. The core component in the game is the World Map, divided in thousands of provinces, over which the world will fight. In these provinces hide factories and fortifications, airbases and rocket launch sites. Look at the soldiers on the map... these are the ones you'll soon be sending into battle.;Voici l'йcran de Carte principale. C'est ici que vous passerez le plus de temps pendant vos parties. La majoritй de l'action s'y dйroule quand vous mettez а exйcution vos plans planйtaires. Les principaux composants du jeu sont : la Carte du monde, divisйe en milliers de provinces, pour lesquelles le monde entier se bat. Dans ces provinces se cachent des usines et des fortifications, des bases aйriennes et des sites de lancement de missiles. Regardez les soldats sur la carte…ce sont eux que vous enverrez bientфt au combat.;Questa и la schermata della mappa principale. Qui passerai la maggior parte del tuo tempo durante il gioco. И qui che si svolgerа l'azione durante l'esecuzione di piani su vasta scala. La componente principale del gioco и la Mappa del mondo, suddivisa in migliaia di province, per il possesso delle quali le nazioni del mondo si scontreranno. Nelle province si trovano fabbriche e fortificazioni, basi aeree e basi di lancio per razzi. Guarda i soldati sulla mappa... ben presto li manderai in battaglia.;Йsta es la pantalla del mapa principal. Aquн es donde pasarбs la mayor parte del tiempo de juego. Es donde tendrб lugar la acciуn cuando se desarrollen todos tus planes a gran escala. El componente central del juego es el mapa del mundo, dividido en miles de provincias, sobre el que se produce la contienda. En esas provincias se ocultan fбbricas y fortalezas, bases aйreas y centros de lanzamiento de cohetes. Mira los soldados del mapa... son los que no tardarбs en enviar a la batalla.;Das ist der Hauptkartenbildschirm des Spiels. Hier werden Sie die meiste Zeit verbringen. Hier findet auch die Action statt, wenn Ihre strategischen Plдne umgesetzt werden. Die Kernkomponente des Spiels ist die Weltkarte, die in Tausende von Provinzen unterteilt wurde, um die hier gekдmpft wird. In diesen Provinzen werden Sie Fabriken und Befestigungen, Luftstьtzpunkte und Raketenabschussrampen finden. Schauen Sie sich einmal die Soldaten auf der Karte an... das ist Ihre Armee, die Sie schon bald in den Kampf schicken werden;To jest ekran gіуwnej mapy. Przed nim spкdzisz wiкkszoњж czasu w Darkest Hour. Tu bкdzie miaіa miejsce gіуwna akcja gry, tu wcielisz w czyn swoje plany. Mapa jest podzielona na tysi№ce prowincji, o ktуre bкdziesz toczyі walkк. To w nich zbudowane s№ fabryki, umocnienia, poligony i pasy startowe. Zwrуж uwagк na їoіnierzy na mapie, to oni bкd№ prowadziж Twoj№ wojnк.;;Это окно основной карты. Именно здесь вы будете проводить большую часть игрового времени. Карта мира разделена на несколько тысяч провинций, в которых будут проходить военные действия. В провинциях расположены заводы и укрепления, авиабазы и ракетные установки. Присмотритесь к фигуркам солдат - именно их вы скоро будете посылать в бой. ;;;X
TUTORIAL_1_A3_NAME;Date/pause-button and menu button;Bouton de date/pause et menu.;Pulsante Data/Pausa e pulsante Menu;Botуn de fecha/pausa y botуn de menъ;Schaltflдche Datum/Pause und Menь;Przyciski daty, pauzy i menu.;;Кнопка дата/пауза и кнопка меню;;;X
TUTORIAL_1_A3_DESC;Here you find the date/pause button. It is essential for you to learn to control the pace of the game using this. Playing in accelerated real-time, decisions that took hours or even days in history will have to be made by you in seconds. Pausing the game frequently and changing the time setting (by right-clicking the button) will give you some time to think and issue your orders. You can also pause and unpause the game by pressing the <pause> key on your keyboard, and change the speed by pressing Ctrl and the +/- keys of your numerical keypad. The menu button is used to access the in-game menu which lets you save the game, change settings or surrender.;Voici le bouton de date/pause. Grвce а un temps rйel 'accйlйrй', des dйcisions qui auraient normalement pris des heures, voire des journйes entiиres sur le cours de l'histoire, peuvent кtre prises en quelques secondes. En faisant rйguliиrement des pauses pendant le jeu, et en modifiant les paramиtres de temps (cliquez avec le bouton droit de la souris sur le bouton), vous pouvez prendre le temps de rйflйchir, avant de donner vos ordres. Il est en outre possible de faire des pauses, puis de reprendre en appuyant sur la touche <pause> de votre clavier, et de modifier la vitesse du jeu en appuyant sur les touches Ctrl et +/- de votre pavй numйrique. Le bouton de menu sert а accйder au menu du jeu, qui vous permet de sauvegarder vos parties, de modifier vos paramиtres ou de vous rendre.;Qui troverai il pulsante Data/Pausa. И fondamentale imparare a controllare il ritmo di gioco utilizzando questo pulsante. Giocando con un tempo reale accelerato, dovrai prendere, nel giro di pochi secondi, decisioni che nel corso della storia richiesero ore o persino giorni. Mettendo il gioco in pausa di frequente e modificando l'impostazione del tempo (cliccando sul pulsante con il destro) potrai guadagnare un po' di tempo per pensare e impartire gli ordini. И anche possibile attivare e disattivare la funzione di pausa premendo il tasto Pausa sulla tastiera, mentre si puт modificare la velocitа premendo Ctrl insieme ai tasti +/- sul tastierino numerico. Il pulsante Menu serve per accedere al menu di gestione del gioco con il quale potrai salvare, cambiare le impostazioni o arrenderti.;Aquн encontrarбs el botуn de fecha/pausa. Es esencial que aprendas a controlar el ritmo del juego mediante su uso. Jugar en tiempo real acelerado harб que llevar a cabo decisiones de horas o incluso dнas en la historia sуlo te lleven segundos. Pausar el juego a menudo y cambiar el ajuste de tiempo (mediante clic derecho sobre el botуn) te proporcionarб algъn tiempo para pensar y dar tus уrdenes. Tambiйn puedes detener y reanudar la partida si pulsas la tecla 'Pause' del teclado y cambiar la velocidad mediante Ctrl y las teclas +/- del teclado numйrico. El botуn de menъ se usa para acceder al menъ interno del juego, que te permitirб guardar la partida, cambiar la configuraciуn o rendirte.;Das hier ist die Datums-/Pausentaste. Damit kцnnen Sie das Tempo des Spiels bestimmen. In der beschleunigten Echtzeit mьssen Entscheidungen, die in der Geschichte Stunden oder sogar Tage gebraucht haben, bis sie gereift sind, von Ihnen in nur wenigen Sekunden getroffen werden. Wenn Sie das Spiel цfter unterbrechen und die Zeiteinstellung дndern (rechte Maustaste), dann kцnnen Sie in Ruhe nachdenken und Ihre Befehle erteilen. Das Spiel kann mit der Schaltflдche <Pause> unterbrochen/weitergespielt werden. Das Tempo regeln Sie ьber Strg. und die +/- Tasten auf dem Zahlenblock Ihrer Tastatur. Ьber die Menьtaste greifen Sie auf das Spiel-Menь zu, in dem Sie das Spiel speichern, die Einstellungen дndern, oder kapitulieren kцnnen.;Tu znajduj№ siк przyciski zatrzymania i zwolnienia upіywu czasu. Kontrolowanie tempa gry jest spraw№ kluczow№. Wszystkie wydarzenia zachodz№ w przyspieszonym czasie i dlatego bкdziesz miaі tylko kilka sekund na podjкcie decyzji. Czкste zatrzymywanie gry i zwalnianie jej szybkoњci moїe daж Ci trochк cennego czasu na przemyњlenie i wydanie rozkazуw. Upіyw czasu kontrolowaж moїesz za pomoc№ klawiatury lub myszy, zatrzymuj№c bieg czasu klawiszem 'Pause' lub klikniкciem LPM na przycisk, a tempo jego upіywu zmieniaj№c za pomoc№ przyciњniкcia klawisza 'Ctrl' i skorzystania z klawiszy '+' i '-' na klawiaturze numerycznej lub klikniкciem PPM na przycisk. Przycisk gіуwnego menu daje Ci dostкp do opcji zapisu, odczytu stanu gry, zmiany ustawieс i kapitulacji.;;Вам необходимо научиться регулировать скорость игры при помощи кнопки дата/пауза. При игре на повышенной скорости у вас будет лишь несколько секунд, чтобы принять решения, которые в реальности обсуждались часами и днями. Частые остановки и изменение скорости игры (щелчком правой кнопки) дадут вам возможность спокойно обдумывать ситуацию и вовремя отдавать необходимые приказы. Остановить время игры и вновь включить его можно также при помощи клавиши Pause. Скорость изменяется одновременным нажатием клавиши Ctrl и '+' или '-'. Кнопка меню служит для выхода в игровое меню, где вы можете сохранить игру, изменить установки игры или сдаться.;;;X
TUTORIAL_1_A4_NAME;The sidebar;L'encadrй;La barra laterale;La caja lateral;Die seitliche Menьleiste;Boczny pasek menu;;Боковое окно;;;X
TUTORIAL_1_A4_DESC;This is where your provinces and army units are viewed and managed. And when battles take place, here is where you can follow the details. Constructing province improvements, reorganizing your armies, loading men onto transport ships and paratroopers onto transport planes - it's all done in the sidebar. Feel free to click around. You can, for instance, navigate between the Province view of Berlin, the Field Command views of the troops in Berlin, and the Division views for the divisions that make up the field commands in Berlin.;C'est ici que vous regardez, et gйrez vos provinces et vos unitйs militaires. Quand des combats se dйroulent, c'est ici que vous en voyez les dйtails. Amйliorer progressivement des provinces, rйorganiser vos armйes, faire embarquer des soldats sur des cargos et des parachutistes dans des avions de transport – tout se fait par l 'intermйdiaire de l'encadrй. N'hйsitez pas а cliquer sur les йlйments de votre choix avec la souris. Vous pouvez, par exemple, passer de l'affichage de la Province de Berlin, aux affichages Unitйs de combat des troupes а Berlin, en passant par les affichages Division pour regarder quelles divisions composent les unitйs de combat de Berlin.;Qui potrai visualizzare e gestire le tue province e le unitа dell'esercito. Quando si svolge una battaglia, inoltre, potrai seguirne gli sviluppi. Costruire potenziamenti infrastrutturali nelle province, riorganizzare l'esercito, caricare uomini sulle navi e paracadutisti sugli aerei da trasporto, il tutto con la barra laterale. Puoi navigare, ad esempio, tra la visualizzazione della Provincia di Berlino, la visualizzazione del Contingente militare delle truppe di Berlino e quella della Divisione per osservare le divisioni che compongono le forze in campo a Berlino.;Aquн es donde pueden verse y gestionarse tus provincias y unidades del ejйrcito. Y cuando se produce la batalla, aquн serб donde podrбs seguir los detalles. Desde la construcciуn de mejoras de la provincia a la reorganizaciуn de ejйrcitos y el embarque de tropas en barcos de transporte y de paracaidistas en aviones. Todo eso puede hacerse desde la caja lateral. Eres libre de ir pulsando por ahн. Por ejemplo, puedes navegar entre la vista de la provincia de Berlнn, las de agrupaciуn de campaсa de las tropas en Berlнn y las de divisiуn para las divisiones que componen las agrupaciones de campaсa en Berlнn.;Hier kцnnen Sie Ihre Provinzen und Armee-Einheiten einsehen und verwalten. Und beim Kampf werden hier die Details angezeigt. Den Aufbau der Provinzen verbessern, die Armee neu organisieren, Mдnner auf Transportschiffe und Fallschirmjдger auf Transportflugzeuge verladen - das alles passiert auf der seitlichen Menьleiste, probieren Sie es einfach einmal aus. So kцnnen Sie z.B. zwischen dem Provinz-Bildschirm von Berlin, der Feldkommando-Anzeige der Truppen in Berlin und den Anzeigen der Divisionen wechseln, die wiederum die Feldkommandos in Berlin ausmachen.;Tutaj moїesz przegl№daж i zarz№dzaж swoimi jednostkami i prowincjami. Jeїeli wіaњnie prowadzisz bitwк, tutaj dostкpne s№ szczegуіowe informacje na jej temat. Rozbudowa prowincji, reorganizacja armii, іadowanie wojsk na statki, spadochroniarzy do samolotуw – to wszystko moїesz wykonaж za pomoc№ paska bocznego. Na przykіad moїesz przeі№czyж siк miкdzy szczegуіowym widokiem prowincji Berlin, oknem wydawania rozkazуw їoіnierzom stacjonuj№cym w prowincji i widokiem wojsk wypeіniaj№cych tutaj swoje rozkazy.;;Здесь вы видите ваши провинции и воинские части и отдаете приказы и распоряжения. Во время сражения именно здесь появляется информация о его ходе. Здесь можно строить различные сооружения в провинции, переформировывать армии, грузить войска на суда, а десантников - в транспортные самолеты. Сделайте несколько щелчков, чтобы ознакомиться с возможностями этого окна. Например, после знакомства с провинцией Берлин устройте смотр всех воинских частей, расположенных в этой провинции, а затем каждой отдельной дивизии.;;;X
TUTORIAL_1_A5_NAME;The list buttons;Boutons de liste;I pulsanti elenco;Los botones de la lista;Listen-Schaltflдchen ;Przyciski gіуwne;;Кнопки списка;;;X
TUTORIAL_1_A5_DESC;The buttons on top of the sidebar provide lists and access to all your provinces, land-, air- and sea-units. You can list all active combats and all the divisions in your Force Pool, waiting to be sent into combat. Have a look and see what you find.;Les boutons en haut de l'encadrй vous donnent des listes, et un accиs а toutes vos provinces, unitйs terrestres, aйriennes et navales. Vous pouvez faire la liste de tous les combats en cours, et de toutes les divisions de votre Rйserve, qui attendent d'кtre envoyйes sur le champ de bataille. Regardez!;I pulsanti sulla parte superiore della barra laterale forniscono l'elenco e l'accesso a tutte le tue province, unitа aeree, navali e terrestri. Potrai creare un elenco di tutti i combattimenti in corso e tutte le divisioni delle forze militari disponibili in attesa di essere inviate in battaglia. Dai un'occhiata e vedi cosa puoi trovare.;Los botones sobre la caja lateral proporcionan listas y acceso a todas tus provincias y unidades de tierra, mar y aire. Puedes listar todos los combates activos y todas las divisiones que tengas en la reserva, a la espera de ser enviadas al combate. Echa un vistazo y examina lo que encuentres.;Die oberen Schaltflдchen auf der seitl. Menьleiste bieten Listen und Zugriff auf all Ihre Provinzen, Land-, Luft- und Marineeinheiten. Hier kцnnen alle aktiven Kдmpfe und die Divisionen in Ihrer Kampftruppe angezeigt werden, die nur darauf warten in den Kampf geschickt zu werden. Einfach einmal ausprobieren!;Przyciski na gуrze paska bocznego zapewniaj№ dostкp do wszystkich Twoich prowincji i jednostek. Moїesz dziкki nim przejrzeж wszystkie tocz№ce siк bitwy, a takїe dywizje oczekuj№ce w puli jednostek na rozmieszczenie. Popatrz i sam siк przekonaj, co moїesz tu znaleџж.;;Кнопки над боковым окном дают вам доступ к списку всех ваших провинций, сухопутных, морских и авиачастей. Кроме того, здесь можно увидеть список всех ведущихся сражений и все дивизии в резерве. ;;;X
TUTORIAL_1_A6_NAME;The Mini-map;La mini carte;La minimappa;El minimapa;Die Minikarte;Minimapa;;Мини-карта;;;X
